review,classification,prediction,match,classifier_decision,probabilities,source
"While in the airport, I wish not to be delayed through security, I wish for a quiet companion next to me on the flight, and sometimes I wish for a decent fast bar to have a beer while waiting.",neutral,negative,False,negative,"[0.829229474067688, 0.16162610054016113, 0.009144422598183155]",dynasent_r1
I noticed your deed.,neutral,neutral,True,neutral,"[0.002310703042894602, 0.8983224630355835, 0.09936685860157013]",dynasent_r2
Gosling provides an amazing performance that dwarfs everything else in the film .,positive,positive,True,positive,"[0.00045209145173430443, 0.0018776369979605079, 0.9976702332496643]",sst_local
"For the most part , I Spy was an amusing lark that will probably rank as one of Murphy 's better performances in one of his lesser-praised movies .",positive,positive,True,positive,"[8.985426393337548e-05, 0.008762534707784653, 0.9911476373672485]",sst_local
What Jackson has accomplished here is amazing on a technical level .,positive,positive,True,positive,"[4.622044798452407e-05, 0.00020756330923177302, 0.9997461438179016]",sst_local
I have been there several times and have yet to see any of the guys smile.,negative,negative,True,negative,"[0.9984738230705261, 0.0005742280627600849, 0.0009519751183688641]",dynasent_r1
The Master Of Disaster - it 's a piece of dreck disguised as comedy .,negative,negative,True,negative,"[0.9846460223197937, 0.013961807824671268, 0.0013922881335020065]",sst_local
Let me just say.,neutral,neutral,True,neutral,"[0.0014598991256207228, 0.984860360622406, 0.013679705560207367]",dynasent_r1
I weep for the future when a good portion of the respected critical community in this country consider Blue Crush to be an intelligent film about young women .,negative,negative,True,negative,"[0.906960666179657, 0.06816335767507553, 0.024875903502106667]",sst_local
(The number one party was there an hour prior to opening.),neutral,neutral,True,neutral,"[0.001436355640180409, 0.981063723564148, 0.01749991998076439]",dynasent_r1
When to Grab breakfast as I do everyday.,neutral,neutral,True,neutral,"[0.0005022127879783511, 0.9770032167434692, 0.022494597360491753]",dynasent_r1
"Goyer 's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast .",positive,positive,True,positive,"[8.091208292171359e-05, 0.01069787796586752, 0.9892212152481079]",sst_local
McKay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness,negative,negative,True,negative,"[0.9054726362228394, 0.08751550316810608, 0.00701184244826436]",sst_local
"Dr. Reiss isn't practicing as much as he used to (although I was adjusted by him once, he was great!",positive,positive,True,positive,"[0.0002612040552776307, 0.00011810466094175354, 0.9996206760406494]",dynasent_r1
Step it up FedEx.,negative,negative,True,negative,"[0.5717971920967102, 0.3732615113258362, 0.05494128540158272]",dynasent_r1
Topkapi this is not .,negative,negative,True,negative,"[0.7886573076248169, 0.2040940374135971, 0.007248647976666689]",sst_local
It 's so full of wrong choices that all you can do is shake your head in disbelief -- and worry about what classic Oliver Parker intends to mangle next time .,negative,negative,True,negative,"[0.9871598482131958, 0.010624279268085957, 0.002215870190411806]",sst_local
I spent months planning this event and 5 days before the party I realized I forgot about the cake!,neutral,neutral,True,neutral,"[0.19035862386226654, 0.8023285269737244, 0.007312812376767397]",dynasent_r1
There were very few booths.,neutral,negative,False,negative,"[0.8258053660392761, 0.16823677718639374, 0.005957837216556072]",dynasent_r2
No long hrs in the waiting room.,positive,positive,True,positive,"[0.006033666431903839, 0.0031311665661633015, 0.9908351898193359]",dynasent_r1
I went back for dinner SAME DAY and also forget everything I ordered and inhaled.,positive,positive,True,positive,"[0.001856903312727809, 0.00850413367152214, 0.9896389245986938]",dynasent_r1
She was such a smartass.,negative,negative,True,positive,"[0.008178208954632282, 0.2445773035287857, 0.7472445368766785]",dynasent_r1
The best part of staying at this hotel was the bistro/ bar area.,positive,positive,True,positive,"[0.00020329769176896662, 0.00041063621756620705, 0.9993860721588135]",dynasent_r1
I have heard amazing reviews about this place for their breakfast but my family and I decided to try it out for a late lunch.,positive,positive,True,positive,"[0.00030259531922638416, 0.13124693930149078, 0.8684504628181458]",dynasent_r1
Digital-video documentary about stand-up comedians is a great glimpse into a very different world .,positive,positive,True,positive,"[2.5657074729679152e-05, 0.0005466268048621714, 0.9994277358055115]",sst_local
A movie that tries to fuse the two ` woods ' but winds up a Bolly-Holly masala mess .,negative,negative,True,negative,"[0.9235396981239319, 0.07146551460027695, 0.004994743969291449]",sst_local
"I Spy is an embarrassment , a monotonous , disjointed jumble of borrowed plot points and situations .",negative,negative,True,negative,"[0.9909377098083496, 0.008242263458669186, 0.0008199941366910934]",sst_local
Everything is an upsell.,negative,negative,True,negative,"[0.9467098116874695, 0.04780290648341179, 0.005487324204295874]",dynasent_r1
The honey and orange zest NAIL it.,positive,positive,True,positive,"[3.557331001502462e-05, 0.009239871986210346, 0.9907246232032776]",dynasent_r1
The cheese was good.,positive,positive,True,positive,"[3.956414002459496e-05, 0.00022062749485485256, 0.9997398257255554]",dynasent_r1
"A slick , well-oiled machine , exquisitely polished and upholstered .",positive,positive,True,positive,"[8.510727639077231e-05, 0.0029475088231265545, 0.9969673752784729]",sst_local
Line is always busy.,negative,negative,True,negative,"[0.9869173765182495, 0.009738662280142307, 0.003344011725857854]",dynasent_r1
"Although the restaurant is set to close in just one day, the reason why is very obvious.",negative,neutral,False,neutral,"[0.055545248091220856, 0.7787882089614868, 0.16566652059555054]",dynasent_r1
Never look here for help.,negative,negative,True,negative,"[0.9935530424118042, 0.0035069084260612726, 0.0029401080682873726]",dynasent_r1
We went in last Friday at 7:30.,neutral,neutral,True,neutral,"[0.00033774712937884033, 0.982252836227417, 0.01740938425064087]",dynasent_r1
I can't stress enough how UNREAL the seasoning and herbs tasted.,positive,positive,True,neutral,"[0.3100208342075348, 0.35008370876312256, 0.33989548683166504]",dynasent_r1
She went and told the tech.,neutral,neutral,True,neutral,"[0.0041417633183300495, 0.9848153591156006, 0.011042849160730839]",dynasent_r1
"I was a little skeptical of Prime because I've been to the other restaurants on the Bellagio waters, and they were nothing to write home about.",negative,negative,True,negative,"[0.9055189490318298, 0.09100861847400665, 0.0034724450670182705]",dynasent_r1
MAJOR POINTS!,positive,positive,True,positive,"[0.0047018276527523994, 0.2786339819431305, 0.7166642546653748]",dynasent_r1
I hate that a lot of very authentic Chinese places only takes cash.,negative,negative,True,negative,"[0.9927056431770325, 0.005474730860441923, 0.0018195873126387596]",dynasent_r1
you won't go away hungry!! because the food tastes like grandma's cooking,positive,positive,True,positive,"[3.225746695534326e-05, 0.00017016520723700523, 0.999797523021698]",dynasent_r2
"A mawkish , implausible platonic romance that makes Chaplin 's City Lights seem dispassionate by comparison .",negative,negative,True,negative,"[0.8784496188163757, 0.11328313499689102, 0.008267330937087536]",sst_local
can see where this dumbed-down concoction is going .,negative,negative,True,negative,"[0.8717459440231323, 0.11915940791368484, 0.009094726294279099]",sst_local
The Hours is what movies are supposed to be ...,positive,positive,True,positive,"[0.002214688342064619, 0.016348950564861298, 0.9814363121986389]",sst_local
Its gross-out gags and colorful set pieces ... are of course stultifyingly contrived and too stylized by half .,negative,negative,True,negative,"[0.9240656495094299, 0.0703907236456871, 0.005543632432818413]",sst_local
This soup comes with pigs blood and pigs feet which I'm not crazy about.,negative,negative,True,negative,"[0.9987987279891968, 0.0007370894309133291, 0.000464082695543766]",dynasent_r1
Finding a booth was a cinch.,positive,positive,True,positive,"[1.2567211342684459e-05, 0.0006466134800575674, 0.999340832233429]",dynasent_r2
If you need more groceries then I would suggest you go to the bigger store as you can get more yummy Arabic goodies!,positive,positive,True,positive,"[0.0016251453198492527, 0.002773836487904191, 0.9956010580062866]",dynasent_r1
"Fans of the TV series will be disappointed , and everyone else will be slightly bored .",neutral,negative,False,negative,"[0.9914690256118774, 0.007212697993963957, 0.0013183383271098137]",sst_local
Our room was right near the elevator so as soon as someone gets out of the elevator you can see directly into our room.,negative,negative,True,negative,"[0.9648628234863281, 0.021727878600358963, 0.013409340754151344]",dynasent_r1
"For a film about two mismatched buddies , Crystal and De Niro share little screen time and even less chemistry .",negative,negative,True,negative,"[0.9204994440078735, 0.0754150003194809, 0.0040855384431779385]",sst_local
I was flabbergasted.,negative,neutral,False,neutral,"[0.1699419766664505, 0.7078977823257446, 0.12216024100780487]",dynasent_r1
"It is a kickass , dense sci-fi action thriller hybrid that delivers and then some .",positive,positive,True,positive,"[2.021777800109703e-05, 0.000968900159932673, 0.9990108013153076]",sst_local
"I had to make the painful decision to put my very sick 16 year old, sweet cat down a few weeks ago.",negative,negative,True,negative,"[0.5005881786346436, 0.47502321004867554, 0.024388592690229416]",dynasent_r1
Everything that 's worthwhile about Collision Course can already be seen on television .,neutral,negative,False,negative,"[0.8854422569274902, 0.09308075904846191, 0.021476926282048225]",sst_local
Be warned not to forget anything.,negative,neutral,False,neutral,"[0.16788223385810852, 0.7861216068267822, 0.04599614813923836]",dynasent_r1
"Feels less like it 's about teenagers , than it was written by teenagers .",negative,negative,True,negative,"[0.599088728427887, 0.3849174678325653, 0.01599380001425743]",sst_local
An utterly compelling ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question .,positive,positive,True,positive,"[0.0022739663254469633, 0.0366208590567112, 0.961105227470398]",sst_local
I filled the jugs with water.,neutral,neutral,True,neutral,"[0.0004899657797068357, 0.9867313504219055, 0.012778712436556816]",dynasent_r1
I made an appointment at the store to have the display repaired on my iPhone 5s.,neutral,neutral,True,neutral,"[0.0004300271102692932, 0.9855540990829468, 0.014015845954418182]",dynasent_r1
"This farmers market is very big, but I was able to get most of the fresh fruit and vegetables that I needed.",positive,positive,True,positive,"[0.00010880616900976747, 0.0007342249155044556, 0.9991569519042969]",dynasent_r2
It 's fairly self-aware in its dumbness .,negative,neutral,False,neutral,"[0.4138713777065277, 0.5439061522483826, 0.04222245141863823]",sst_local
"When it 's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper .",negative,negative,True,negative,"[0.9031487107276917, 0.08980448544025421, 0.007046797778457403]",sst_local
... understands that a generation defines its music as much as the music defines a generation .,neutral,positive,False,positive,"[0.0006002987502142787, 0.09163770824670792, 0.9077620506286621]",sst_local
I purchased 3 $297 each Groupons for this merchant for laser hair removal.,neutral,neutral,True,neutral,"[0.00040761963464319706, 0.9848797917366028, 0.014712612144649029]",dynasent_r1
"In the end, I got her a half order of steak and fries with ketchup which she enjoyed.",positive,positive,True,positive,"[6.839349225629121e-05, 0.0010707095498219132, 0.9988609552383423]",dynasent_r1
"If there 's nothing fresh about Wannabes , which was written by Mr. DeMeo , who produced and directed the film with Charles A. Addessi , much of the time the movie feels authentic .",neutral,positive,False,positive,"[0.007026251871138811, 0.35614195466041565, 0.6368317604064941]",sst_local
"The two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect .",negative,neutral,False,neutral,"[0.34346333146095276, 0.5894598364830017, 0.06707684695720673]",sst_local
"I think he was dancing with somebody, but I didn't care.",neutral,neutral,True,neutral,"[0.2985183000564575, 0.6170800924301147, 0.08440162241458893]",dynasent_r1
"... too slow , too boring , and occasionally annoying .",negative,negative,True,negative,"[0.9986799359321594, 0.0010355408303439617, 0.00028453755658119917]",sst_local
Could The Country Bears really be as bad as its trailers ?,negative,negative,True,negative,"[0.9356414079666138, 0.05949481949210167, 0.004863765090703964]",sst_local
Provides an intriguing window into the imagination and hermetic analysis of Todd Solondz .,positive,positive,True,positive,"[6.0767295508412644e-05, 0.0029311173129826784, 0.9970081448554993]",sst_local
"My company had a very last minute order that we placed, and in my opinion it was relatively large. They handled it well.",positive,positive,True,positive,"[2.0944993593730032e-05, 0.0001028429833240807, 0.9998761415481567]",dynasent_r2
"Smith profiles five extraordinary American homes , and because the owners seem fully aware of the uses and abuses of fame , it 's a pleasure to enjoy their eccentricities .",positive,positive,True,positive,"[0.00017278439190704376, 0.0029166587628424168, 0.9969105124473572]",sst_local
"An unsatisfying hybrid of Blair Witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .",negative,negative,True,negative,"[0.9650646448135376, 0.032991550862789154, 0.0019438189920037985]",sst_local
Star Wars is back in a major way .,positive,positive,True,positive,"[0.00023718462034594268, 0.03911507874727249, 0.9606477618217468]",sst_local
Could the whole plan here have been to produce something that makes Fatal Attraction look like a classic by comparison ?,negative,negative,True,negative,"[0.9594446420669556, 0.03515608608722687, 0.0053992499597370625]",sst_local
"It 's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it does n't necessarily shed more light on its subject than the popular predecessor .",positive,neutral,False,neutral,"[0.09756365418434143, 0.7893770337104797, 0.11305930465459824]",sst_local
Life is a crock -- or something like it .,negative,negative,True,negative,"[0.8468083739280701, 0.1431274116039276, 0.010064295493066311]",sst_local
This is the place to go if you want to hear all the details of your nurse's private life while getting medical attention.,negative,negative,True,negative,"[0.9918528199195862, 0.0020571541972458363, 0.006090119946748018]",dynasent_r2
"Nonetheless, the light salad only came out with rice and chicken.",neutral,negative,False,negative,"[0.7843567728996277, 0.20605182647705078, 0.009591424837708473]",dynasent_r2
I moved to NC from Maryland 2 years ago and saw one and was excited!,positive,positive,True,positive,"[4.5691085688304156e-05, 0.01360909640789032, 0.9863451719284058]",dynasent_r1
This is my hubby and my favorite restaurant. loved it,positive,positive,True,positive,"[5.338018308975734e-05, 9.839835547609255e-05, 0.9998481273651123]",dynasent_r2
"The story may not be new , but Australian director John Polson , making his American feature debut , jazzes it up adroitly .",positive,positive,True,positive,"[2.4765900889178738e-05, 0.002704855054616928, 0.997270405292511]",sst_local
"This was my first time in Canada, so I had no idea where to go for good food.",neutral,neutral,True,neutral,"[0.0013485683593899012, 0.9873675107955933, 0.011284003034234047]",dynasent_r1
"Branagh , in his most forceful non-Shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit .",positive,positive,True,positive,"[0.00027885643066838384, 0.052698250859975815, 0.9470229148864746]",sst_local
"If nothing else , this movie introduces a promising , unusual kind of psychological horror .",positive,positive,True,positive,"[0.001239502802491188, 0.08991733193397522, 0.9088431000709534]",sst_local
"If it 's another regurgitated action movie you 're after , there 's no better film than Half Past Dead .",neutral,negative,False,negative,"[0.6996435523033142, 0.14757362008094788, 0.15278278291225433]",sst_local
pineapple.fried.rice.,neutral,neutral,True,neutral,"[0.00042751984437927604, 0.9857702255249023, 0.0138022406026721]",dynasent_r1
"Not always too whimsical for its own good -LRB- but enough to do harm -RRB- , this strange hybrid of crime thriller , quirky character study , third-rate romance and female empowerment fantasy never really finds the tonal or thematic glue it needs .",neutral,negative,False,negative,"[0.8930392861366272, 0.10075462609529495, 0.006206160876899958]",sst_local
The customer service is great!,positive,positive,True,positive,"[6.434754322981462e-05, 0.00015126426296774298, 0.9997844099998474]",dynasent_r1
"Fortunately for all involved , this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water .",negative,negative,True,negative,"[0.8185162544250488, 0.14546695351600647, 0.036016758531332016]",sst_local
He also placed the bill after just 10 minutes of sitting down.,positive,neutral,False,positive,"[0.12287992238998413, 0.4274202585220337, 0.44969987869262695]",dynasent_r1
We ate here over the weekend.,neutral,neutral,True,neutral,"[0.0003169983974657953, 0.9656903147697449, 0.03399268165230751]",dynasent_r1
"This is a raw and disturbing tale that took five years to make , and the trio 's absorbing narrative is a heart-wrenching showcase indeed .",positive,positive,True,positive,"[0.0001660636771703139, 0.010864628478884697, 0.9889692068099976]",sst_local
I will miss coming to this building that has been a second home since before it was called Eds Tavern back in the early 2000's.,positive,positive,True,positive,"[0.002315073274075985, 0.1282203197479248, 0.8694645762443542]",dynasent_r2
I enjoyed their rice bowl. very nice,positive,positive,True,positive,"[2.519132976885885e-05, 0.00011925449507543817, 0.9998555183410645]",dynasent_r2
Birot 's directorial debut -LRB- she co-wrote the script with Christophe Honoré -RRB- is n't so much bad as it is bland .,negative,negative,True,negative,"[0.8363444209098816, 0.15716177225112915, 0.006493881344795227]",sst_local
He's annoyed with me but at this point I didn't care.,negative,neutral,False,positive,"[0.024068932980298996, 0.24540852010250092, 0.7305225729942322]",dynasent_r1
"The description says it's 1/2 coffee shop, 1/2 wine bar but it's so much more.",positive,positive,True,positive,"[8.188693027477711e-05, 0.019419405609369278, 0.9804986119270325]",dynasent_r1
The problem is n't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of Schwarzenegger outrunning a fireball .,negative,negative,True,negative,"[0.9358941316604614, 0.05924775078892708, 0.004858045838773251]",sst_local
I was expecting to pay WAY more than that for that week.,positive,positive,True,positive,"[0.0012152864364907146, 0.41271793842315674, 0.5860667824745178]",dynasent_r1
I attempted to go to this store twice but they were closed.,negative,negative,True,negative,"[0.985960841178894, 0.012814216315746307, 0.0012249393621459603]",dynasent_r1
Our main entrees were sea bass and lamb.,neutral,neutral,True,neutral,"[0.00017766142264008522, 0.9790497422218323, 0.02077256143093109]",dynasent_r1
"Inside floors still had stuff on them, looked like they did a quick job.",negative,negative,True,negative,"[0.9501540660858154, 0.035867296159267426, 0.01397861260920763]",dynasent_r1
C'est finalement du riz blanc et de la mauvaise friture.,neutral,neutral,True,neutral,"[0.001662579132243991, 0.9868541955947876, 0.011483201757073402]",dynasent_r1
It's purely a takeout establishment.,neutral,neutral,True,neutral,"[0.0007952352170832455, 0.9895668625831604, 0.009637849405407906]",dynasent_r1
It's just convenient.,positive,positive,True,positive,"[0.00011579709098441526, 0.005635453853756189, 0.9942487478256226]",dynasent_r1
Lots of ice and little coffee.,positive,negative,False,negative,"[0.9396206736564636, 0.05175605043768883, 0.008623343892395496]",dynasent_r1
I was in desperate need of a haircut since the last time I got one was six months ago.,neutral,neutral,True,neutral,"[0.003238755976781249, 0.9854450821876526, 0.011316235177218914]",dynasent_r1
"In the end, I spent $1,125 dollars and 19 trips over the course of two and a half years.",neutral,neutral,True,neutral,"[0.0009066950879059732, 0.9851102828979492, 0.013982992619276047]",dynasent_r1
The gentleman was actually pretty helpful and nice on the phone.,positive,positive,True,positive,"[1.533827708044555e-05, 0.00011212550452910364, 0.9998724460601807]",dynasent_r1
"Prices can be a little high if you don't get something on sale, but I think that's just all grocery stores anymore.",negative,negative,True,negative,"[0.9961791038513184, 0.001738851424306631, 0.002082133200019598]",dynasent_r1
That is of course their goal.,neutral,neutral,True,neutral,"[0.0034996659960597754, 0.893903374671936, 0.10259699821472168]",dynasent_r1
"The food was really healthy, and everything was done right.",positive,positive,True,positive,"[3.9979575376491994e-05, 0.00010113063035532832, 0.9998589754104614]",dynasent_r2
More than one new Pho Restaurant  every other week!,neutral,positive,False,positive,"[0.0021551812533289194, 0.38734376430511475, 0.6105010509490967]",dynasent_r1
"I know that the woman who works the front counter there is great at interpreting what you want and helping you order, but I wasn't expecting such thorough service on the phone!",positive,positive,True,positive,"[0.00016016315203160048, 0.0009222301305271685, 0.9989175796508789]",dynasent_r1
There are n't many laughs in this interesting study of the cultural mores of Georgian Jews in Tel Aviv .,neutral,neutral,True,neutral,"[0.3165842592716217, 0.6369451880455017, 0.046470560133457184]",sst_local
"It 's badly acted , blandly directed , and could have been scripted by someone who just graduated from elementary school .",negative,negative,True,negative,"[0.9963529109954834, 0.0031282866839319468, 0.0005188365466892719]",sst_local
The skinny margarita was marginal.,negative,negative,True,negative,"[0.9976785778999329, 0.0011377313639968634, 0.0011837419588118792]",dynasent_r1
"A charming , quirky and leisurely paced Scottish comedy -- except with an outrageous central gimmick that could have been a reject from Monty Python 's Meaning of Life .",positive,neutral,False,neutral,"[0.3941693902015686, 0.5187586545944214, 0.08707193285226822]",sst_local
Windtalkers celebrates the human spirit and packs an emotional wallop .,positive,positive,True,positive,"[1.820432225940749e-05, 0.001979414140805602, 0.9980023503303528]",sst_local
"When we arrived, I presented the voucher (which you have to do at any business that uses them), we were seated and all was well.",positive,positive,True,positive,"[0.00022676248045172542, 0.22671109437942505, 0.7730621099472046]",dynasent_r1
We ordered 2 chicken burritos and 2 Doritos Supreme Fire Tacos.,neutral,neutral,True,neutral,"[0.00023400284408126026, 0.9816573858261108, 0.018108610063791275]",dynasent_r1
"Starts off with a bang , but then fizzles like a wet stick of dynamite at the very end .",negative,negative,True,negative,"[0.7438790202140808, 0.24731336534023285, 0.008807569742202759]",sst_local
"Most impressive , though , is the film 's open-ended finale that refuses to entirely close its characters ' emotional wounds .",positive,positive,True,positive,"[0.003494823584333062, 0.08153659850358963, 0.9149686098098755]",sst_local
Their Doogh drink and yogurt is so unique.,positive,positive,True,positive,"[0.000971731380559504, 0.0063903797417879105, 0.9926378726959229]",dynasent_r2
"Moving from CA finding good pizza, nearly impossible.",negative,negative,True,negative,"[0.9295167326927185, 0.0654333084821701, 0.005049869418144226]",dynasent_r1
"Again, the location can not be beat if you want to be in the heart of Old Town.",positive,positive,True,positive,"[3.7209942092886195e-05, 0.00034621532540768385, 0.9996166229248047]",dynasent_r1
"Rarely do films come along that are as intelligent , exuberant , and moving as Monsoon Wedding .",positive,positive,True,positive,"[3.3656946470728144e-05, 0.00382272619754076, 0.9961436986923218]",sst_local
"Reign of Fire may be little more than another platter of reheated Aliens , but it 's still pretty tasty .",positive,positive,True,positive,"[0.004528450779616833, 0.007432202808558941, 0.9880393147468567]",sst_local
"A silly , self-indulgent film about a silly , self-indulgent filmmaker .",negative,negative,True,negative,"[0.890759289264679, 0.1015658751130104, 0.007674907799810171]",sst_local
Ask him about the bath bomb ... :),neutral,neutral,True,neutral,"[0.00041713329846970737, 0.9074639081954956, 0.0921189934015274]",dynasent_r1
Thank you flamingo for helping me when the cosmopolitan racially profiled me.,positive,positive,True,positive,"[0.002937574405223131, 0.006092708092182875, 0.990969717502594]",dynasent_r1
Not any cat but an F2 Savannah cat so she is 25% wild.,neutral,neutral,True,neutral,"[0.004425523802638054, 0.9817453026771545, 0.013829183764755726]",dynasent_r1
About as satisfying and predictable as the fare at your local drive through .,negative,negative,True,negative,"[0.9606016874313354, 0.034557972103357315, 0.004840302746742964]",sst_local
Recalls quiet freak-outs like L'Avventura and Repulsion .,neutral,neutral,True,neutral,"[0.10560290515422821, 0.7109754085540771, 0.18342168629169464]",sst_local
About as cutting-edge as Pet Rock : The Movie .,negative,negative,True,negative,"[0.8829139471054077, 0.11281608045101166, 0.004269902128726244]",sst_local
We were stranded at our RV site.,negative,negative,True,negative,"[0.8785489201545715, 0.11658995598554611, 0.004861190915107727]",dynasent_r1
"It 's not that Waiting For Happiness is a bad film , because it is n't .",neutral,neutral,True,neutral,"[0.023358240723609924, 0.6495004296302795, 0.32714131474494934]",sst_local
"Never quite transcends jokester status ... and the punchline does n't live up to Barry 's dead-eyed , perfectly chilled delivery .",negative,negative,True,negative,"[0.8901432752609253, 0.1048392578959465, 0.005017411895096302]",sst_local
"My friend loses a PS4, probably in the way truck going to storage place!",negative,neutral,False,neutral,"[0.17922095954418182, 0.8098695874214172, 0.010909434407949448]",dynasent_r1
There are some positives of this Planet Fitness.,positive,positive,True,positive,"[0.0006376953097060323, 0.060621947050094604, 0.9387404322624207]",dynasent_r1
That pear sparkling sake got the best of me...,positive,positive,True,positive,"[0.0034176132176071405, 0.05370775982737541, 0.942874550819397]",dynasent_r1
The restaurant was not apologetic at all .,negative,negative,True,negative,"[0.9986439347267151, 0.0006916081183589995, 0.0006644575041718781]",dynasent_r1
Make sure you get the cheese board!,positive,positive,True,positive,"[0.00016920203051995486, 0.01213162112981081, 0.9876991510391235]",dynasent_r1
"The film is just a big , gorgeous , mind-blowing , breath-taking mess .",positive,positive,True,positive,"[0.00018329592421650887, 0.00730380741879344, 0.9925129413604736]",sst_local
I ended up in a total pizza coma and don't know why.,neutral,positive,False,positive,"[0.01795276254415512, 0.027177825570106506, 0.9548693299293518]",dynasent_r2
"I think it is an exaggeration, but after many years of searching I believe exaggeration is understatement.",neutral,neutral,True,neutral,"[0.135501429438591, 0.828245997428894, 0.03625260666012764]",dynasent_r1
Did you know you can get a burnt ends burrito on Thursdays?,neutral,neutral,True,neutral,"[0.00045273752766661346, 0.8086960315704346, 0.19085125625133514]",dynasent_r1
Scores a few points for doing what it does with a dedicated and good-hearted professionalism .,positive,positive,True,positive,"[5.641688403557055e-05, 0.0006905169575475156, 0.99925297498703]",sst_local
"It has runny eggs on top, with cold hard bacon.",negative,negative,True,negative,"[0.758836567401886, 0.22931401431560516, 0.011849382892251015]",dynasent_r2
Is it something any true film addict will want to check out ?,neutral,neutral,True,neutral,"[0.3152746260166168, 0.6623169779777527, 0.022408392280340195]",sst_local
The inside of the hotel is boiling lava HOT during the warm seasons and a freakin maze to find where you are going.,negative,negative,True,negative,"[0.9973861575126648, 0.0007061082869768143, 0.001907753641717136]",dynasent_r1
I was then told that because I ate there the previous night that they comped my dessert which was awesome.,positive,positive,True,positive,"[4.273221202311106e-05, 5.762754153693095e-05, 0.9998997449874878]",dynasent_r1
The pricing is cheap compared to the amount of food you get.,positive,positive,True,positive,"[0.0002180904702981934, 0.0001170103860204108, 0.9996649026870728]",dynasent_r1
Imagine a great seafood tomato-based pasta dish and replace the pasta with fresh udon noodles.,positive,positive,True,positive,"[0.0005645956262014806, 0.037013743072748184, 0.962421715259552]",dynasent_r1
"A hip ride into hyper-time , Clockstoppers is a lively and enjoyable adventure for all ages at any time .",positive,positive,True,positive,"[1.8966791685670614e-05, 0.0018513977993279696, 0.998129665851593]",sst_local
The only issue I've ever had with these swanky hotels is the bathroom - can I some more privacy please!!,negative,negative,True,negative,"[0.9058850407600403, 0.020148487761616707, 0.07396641373634338]",dynasent_r1
With all the powder sugar it can get pretty messy.,negative,negative,True,negative,"[0.9075256586074829, 0.0873555988073349, 0.0051187789067626]",dynasent_r1
I admired this work a lot .,positive,positive,True,positive,"[3.760064282687381e-05, 0.00018701505905482918, 0.9997754693031311]",sst_local
Especially because I have some crazy dietary restrictions and sometimes going out for AYCE with friends can be a huge pain for me.,neutral,neutral,True,neutral,"[0.49472662806510925, 0.4989190399646759, 0.006354347337037325]",dynasent_r1
"Keep in mind that you do not want to use Open Table for a recommendation to this place b/c when we arrived, the hostess could not find our reservations.",negative,negative,True,negative,"[0.9986509680747986, 0.0005959609407000244, 0.0007530836155638099]",dynasent_r1
"Its mysteries are transparently obvious , and it 's too slowly paced to be a thriller .",negative,negative,True,negative,"[0.9658002853393555, 0.03266626223921776, 0.0015335041098296642]",sst_local
They've always had great food and service.,positive,positive,True,positive,"[2.0672176106018014e-05, 9.340523683931679e-05, 0.9998859167098999]",dynasent_r1
"An elegant , exquisitely modulated psychological thriller .",positive,positive,True,positive,"[4.078349593328312e-05, 0.007930602878332138, 0.9920286536216736]",sst_local
An irresistible combination of a rousing good story set on a truly grand scale .,positive,positive,True,positive,"[1.6660967958159745e-05, 0.001001725671812892, 0.9989815354347229]",sst_local
Remarkably accessible and affecting .,positive,positive,True,positive,"[6.646868860116228e-05, 0.017454976215958595, 0.9824784994125366]",sst_local
They arrive at about 10:10 .,neutral,neutral,True,neutral,"[0.0006219829665496945, 0.981914222240448, 0.017463842406868935]",dynasent_r1
"The unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right .",positive,positive,True,positive,"[0.00021692538575734943, 0.008039148524403572, 0.9917438626289368]",sst_local
A map of the inner rhythms of love and jealousy and sacrifice drawn with a master 's steady stroke .,positive,positive,True,positive,"[7.031124550849199e-05, 0.009665298275649548, 0.9902642965316772]",sst_local
This is our 2nd time eating Raising Canes and this is our first time at this location.,neutral,neutral,True,neutral,"[0.00045300801866687834, 0.9638956189155579, 0.03565138578414917]",dynasent_r1
"Then be sure to top it with like eight pounds of cookies, chocolate, sprinkles and other refined sugar, therefore negating the effect of the smoothie you had earlier.",neutral,negative,False,negative,"[0.9511876702308655, 0.034065768122673035, 0.014746584929525852]",dynasent_r1
Shitty Shitty Shitty.,negative,negative,True,negative,"[0.9983658194541931, 0.0010158082004636526, 0.0006184429512359202]",dynasent_r1
His warriors collide in balletic explosion that implies an underlying order throughout the chaos .,neutral,positive,False,positive,"[0.0007694280939176679, 0.056717418134212494, 0.9425132274627686]",sst_local
