review,classification,prediction,match,classifier_decision,probabilities,source
It 's laughing at us .,negative,neutral,False,negative,"[0.8746755123138428, 0.12064670026302338, 0.0046777501702308655]",sst_local
"Well, since my schedule's a little rock 'n' roll, I can't get over there (I will someday), so I had to try Coca Cafe's version, and I must say that it was a tempter if there ever was one.",positive,positive,True,positive,"[0.000136222064611502, 0.0009199116611853242, 0.9989438652992249]",dynasent_r1
The spot also gave us a front row seat to all the server's bickering.,negative,negative,True,negative,"[0.9274052977561951, 0.051372721791267395, 0.021221928298473358]",dynasent_r1
"They're very different and I feel besides the comparison of size, they really shouldn't be put into the same category, so let's not even go there.",negative,neutral,False,positive,"[0.3362533450126648, 0.32512617111206055, 0.33862051367759705]",dynasent_r1
"But the older I get the less tolerant and grumpy I get haha, and I'm sorry but I didn't think I would have the patience to deal with the onslaught of ants coming that I KNEW we would battle all summer this year.",negative,negative,True,negative,"[0.7910276651382446, 0.19152000546455383, 0.017452379688620567]",dynasent_r1
"Going back and forth, trying to make a decision, the sales person told me to try another one next to the wall.",neutral,neutral,True,neutral,"[0.27427518367767334, 0.696300208568573, 0.02942458726465702]",dynasent_r1
"I was there for a birthday celebration, which celebrated three people, last Sunday,  March 13, 2016.",neutral,neutral,True,neutral,"[0.0015734767075628042, 0.9209849238395691, 0.07744155079126358]",dynasent_r1
Patio on fleek!,positive,positive,True,neutral,"[0.008032337762415409, 0.5994561314582825, 0.3925115168094635]",dynasent_r1
The clerk somehow managed to find time to fit us in between filing her nails and calling her boyfriend.,negative,negative,True,positive,"[0.2968709468841553, 0.0445195697247982, 0.6586094498634338]",dynasent_r2
They were one of the few places downtown to be open late on a Monday (why do downtowns hate Mondays??,positive,neutral,False,negative,"[0.6798381805419922, 0.05433770641684532, 0.2658241093158722]",dynasent_r1
Gotta give this place props where props are due.,positive,positive,True,positive,"[1.45229050758644e-05, 0.00022912926215212792, 0.9997562766075134]",dynasent_r1
He also put words in my mouth and made a scene.,negative,negative,True,positive,"[0.28403475880622864, 0.2644255459308624, 0.45153966546058655]",dynasent_r1
But I still got hung up on.,negative,negative,True,negative,"[0.8375027775764465, 0.15819025039672852, 0.004306952469050884]",dynasent_r1
A long slog for anyone but the most committed Pokemon fan .,negative,negative,True,negative,"[0.9443808197975159, 0.05350729078054428, 0.002111817477270961]",sst_local
as if I were in an old batman episode.,neutral,neutral,True,neutral,"[0.05553540959954262, 0.8173445463180542, 0.12712004780769348]",dynasent_r1
Another note on maintenance: They just barge right in.,negative,negative,True,negative,"[0.8767924904823303, 0.1155906468629837, 0.007616796996444464]",dynasent_r1
"Alas, the Sundance Cinema serves Coca Cola from its fountain but it also serves many other tasty carbonated drinks in the bottle.",positive,positive,True,positive,"[0.13306193053722382, 0.04944045469164848, 0.817497730255127]",dynasent_r1
"-LRB- A -RRB- rare , beautiful film .",positive,positive,True,positive,"[5.680412300534954e-07, 0.00010885200026677921, 0.9998905658721924]",sst_local
"(The other ""organic"" shops in the area could learn a lot about merchandising and customer service).",positive,positive,True,negative,"[0.9696281552314758, 0.023489264771342278, 0.006882640533149242]",dynasent_r1
"It felt like we were being rushed out, but we still took our time.",negative,positive,False,positive,"[0.00949600338935852, 0.024459198117256165, 0.9660448431968689]",dynasent_r1
Let's talk about the service for a minute.,neutral,neutral,True,neutral,"[2.3731685359962285e-05, 0.9919296503067017, 0.008046627044677734]",dynasent_r1
He didn't charge us a thing.,positive,positive,True,positive,"[1.8948880097013898e-05, 0.0017236755229532719, 0.9982574582099915]",dynasent_r1
The bar was beautiful with a backlit wine rack and irregularly shaped hide light fixtures.,positive,positive,True,positive,"[0.000290710071567446, 0.0001396684383507818, 0.9995695948600769]",dynasent_r1
"I am 48 years old and have been to restaurants all over the USA, and until last week have never been in any kind of restaurant that does not offer you a free cup of water with your meal.",negative,neutral,False,positive,"[0.03996499627828598, 0.25351887941360474, 0.7065162062644958]",dynasent_r1
"Earnest but earthbound ... a slow , soggy , soporific , visually dank crime melodrama\/character study that would be more at home on the small screen but for its stellar cast .",negative,neutral,False,positive,"[0.3313519358634949, 0.3266659379005432, 0.3419821858406067]",sst_local
She must have a very strong back .,positive,neutral,False,neutral,"[0.016628261655569077, 0.9490523338317871, 0.03431936725974083]",sst_local
"Oh, It gets better... 
After eating it, I handed her my debit card.",neutral,neutral,True,positive,"[0.014090211130678654, 0.05978361517190933, 0.92612624168396]",dynasent_r1
Tastes like fried chicken but none of the guilt or carbs. loved it,positive,positive,True,positive,"[2.3248790967045352e-05, 1.0345357623009477e-05, 0.9999663829803467]",dynasent_r2
"""Service By Committee"" was ineffective and heavy handed.",negative,negative,True,negative,"[0.9994456171989441, 0.00045555681572295725, 9.876462718239054e-05]",dynasent_r1
"We got 2 Bloody Mary's, the steak sandwich, and the fish and chips.",neutral,neutral,True,neutral,"[8.926871669245884e-05, 0.9807244539260864, 0.01918630488216877]",dynasent_r1
"We told the waitress and spoke to the manager, and instead of taking that dish off the bill entirely, they discounted our bill by $6.",positive,neutral,False,positive,"[0.0012201491044834256, 0.0004655092197936028, 0.9983142614364624]",dynasent_r1
I wonder why .,neutral,neutral,True,neutral,"[0.02068977802991867, 0.976408064365387, 0.002902184147387743]",sst_local
"First I'll say the service was great, the people that work there are really nice.",positive,positive,True,positive,"[3.924951670342125e-06, 2.868548108381219e-06, 0.9999932050704956]",dynasent_r1
"Too bad , but thanks to some lovely comedic moments and several fine performances , it 's not a total loss .",positive,positive,True,positive,"[0.0008840361842885613, 0.17476911842823029, 0.8243468403816223]",sst_local
"I was scheduled to fly out of CLT and my flight was cancelled, so I wasn't exactly in the best of spirits when I arrived.",negative,negative,True,negative,"[0.9295468330383301, 0.06772750616073608, 0.0027256030589342117]",dynasent_r1
Went here for my father-in-law's birthday celebration (his choice) less than 2 weeks ago Saturday 2/27/16.,neutral,neutral,True,neutral,"[0.0001808879169402644, 0.9529834389686584, 0.04683568701148033]",dynasent_r1
She processed me & went to tell the stylist I was there.,neutral,neutral,True,neutral,"[0.0001678257540334016, 0.9964345693588257, 0.003397658234462142]",dynasent_r1
The sweet girl who signed me up promised a bed upgrade and a free spray tan if I did a month to month contract and bought a  bottle of lotion.,positive,positive,True,positive,"[0.00014806345279794186, 0.174249067902565, 0.8256029486656189]",dynasent_r1
"Dishes were brought out with timing in mind, so at no point were there more than two or three items on the table.",positive,positive,True,positive,"[0.0002964753657579422, 0.06590324640274048, 0.9338002800941467]",dynasent_r1
Just goes to show that the offices that spend all the money on the billboards aren't who you want doing your dental work.,negative,negative,True,negative,"[0.9803712964057922, 0.017724158242344856, 0.0019045607186853886]",dynasent_r1
"It wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy .",neutral,neutral,True,positive,"[0.007749374024569988, 0.0822337418794632, 0.9100169539451599]",sst_local
Be prepared to come early on the weekend if you don't want to wait in line.,negative,negative,True,negative,"[0.37643298506736755, 0.3385152816772461, 0.28505176305770874]",dynasent_r1
She of course kept her attitude the whole time.,negative,negative,True,negative,"[0.9212759137153625, 0.07595889270305634, 0.002765150973573327]",dynasent_r1
You have to pay cash and you will most likely not find street parking anywhere near there so look for a lot or try the streets around it.,negative,negative,True,negative,"[0.8827338814735413, 0.11448094993829727, 0.0027851294726133347]",dynasent_r1
"I had fun while in college, but not too much.",positive,neutral,False,neutral,"[0.18360856175422668, 0.4862344563007355, 0.33015698194503784]",dynasent_r1
"I should mention that the staff that mans this museum wears T-shirts proclaiming ""It's awesome!""",neutral,neutral,True,positive,"[0.001353915547952056, 0.014706294983625412, 0.9839397668838501]",dynasent_r2
There are a plenty around the Greater Toronto Area.,neutral,neutral,True,neutral,"[0.0012264468241482973, 0.8007634282112122, 0.19801011681556702]",dynasent_r1
Friday After Next has the same problem that Next Friday did -- it 's called Where 's Chris Tucker When You Need Him ?,negative,negative,True,negative,"[0.8980877995491028, 0.09913375973701477, 0.002778427442535758]",sst_local
Last year I gave this hotel a good review.,positive,positive,True,positive,"[0.0004358655132818967, 0.018348803743720055, 0.9812152981758118]",dynasent_r1
"I know New York bagels, and more importantly, I know lox and cream cheese New York bagels.",neutral,neutral,True,neutral,"[2.2791149604017846e-05, 0.8173898458480835, 0.18258734047412872]",dynasent_r1
"My water tastes very metallic, but I'm hoping that goes away after the new pipes clear out.",negative,negative,True,negative,"[0.9806615114212036, 0.01747123897075653, 0.001867306069470942]",dynasent_r1
We may never think of band camp as a geeky or nerdy thing again .,neutral,neutral,True,neutral,"[0.054701730608940125, 0.9258890748023987, 0.01940920762717724]",sst_local
After puzzling through their menu of mouth-watering items (whole platter of burnt ends?,positive,positive,True,positive,"[0.00636066310107708, 0.17381905019283295, 0.8198202848434448]",dynasent_r1
1st visit to this bar.,neutral,neutral,True,neutral,"[0.008159727789461613, 0.9775521755218506, 0.014288026839494705]",dynasent_r1
You get the view of a bar on the first seat instead,neutral,neutral,True,neutral,"[0.3349330723285675, 0.6104801893234253, 0.05458670109510422]",dynasent_r2
"You never shave them down, EVER.",neutral,negative,False,negative,"[0.34965595602989197, 0.3143700957298279, 0.33597394824028015]",dynasent_r1
And the best part is that I pricelined this hotel for $150/night.,positive,positive,True,positive,"[0.00562346400693059, 0.12882103025913239, 0.8655555844306946]",dynasent_r1
"A hideous , confusing spectacle , one that may well put the nail in the coffin of any future Rice adaptations .",negative,negative,True,negative,"[0.998577356338501, 0.000957535463385284, 0.0004650629998650402]",sst_local
"Hardly makes the kind of points Egoyan wanted to make , nor does it exist as the kind of monument he wanted to build , to victims whose voices have never gained the ears of the world .",neutral,negative,False,negative,"[0.9510411620140076, 0.04737209901213646, 0.0015867743641138077]",sst_local
I've never heard or seen one of these before.,neutral,neutral,True,neutral,"[0.0007698919507674873, 0.9974013566970825, 0.0018287949496880174]",dynasent_r1
I loved it !,positive,positive,True,positive,"[1.0838231219167938e-06, 2.935472730314359e-05, 0.9999696016311646]",sst_local
No reason for anyone to invest their hard-earned bucks into a movie which obviously did n't invest much into itself either .,negative,negative,True,negative,"[0.987565815448761, 0.011924410238862038, 0.0005098069086670876]",sst_local
"Clearly, he was wrong for accusing me of sneaking in when there's evidence of my signing in.",negative,negative,True,negative,"[0.4205463230609894, 0.2131175845861435, 0.3663361072540283]",dynasent_r1
Mgmt moved the outlets to the ceiling,neutral,neutral,True,neutral,"[0.0037851978559046984, 0.9894711971282959, 0.0067436411045491695]",dynasent_r1
"Even if the ride 's a little bumpy , with a final lap that 's all too suspiciously smooth , you gotta give director Roger Michell , best known for the superfluous Notting Hill , credit for trying .",neutral,positive,False,positive,"[0.0013015840668231249, 0.030041800811886787, 0.968656599521637]",sst_local
They took 2 1/2 days to finish.,neutral,neutral,True,neutral,"[0.016283227130770683, 0.9638223052024841, 0.019894443452358246]",dynasent_r1
It is not a mass-market entertainment but an uncompromising attempt by one artist to think about another .,positive,positive,True,positive,"[0.017942998558282852, 0.15791958570480347, 0.8241374492645264]",sst_local
"So, if you don't like raw, breath-killing onions, order without.",negative,negative,True,negative,"[0.9097744226455688, 0.0765460953116417, 0.013679458759725094]",dynasent_r1
- I wouldn't recommend it for big parties unless you organized it with the place ahead of time.,negative,neutral,False,negative,"[0.8272834420204163, 0.17021091282367706, 0.0025056512095034122]",dynasent_r1
but rather a good salad.,positive,positive,True,positive,"[3.18896866247087e-07, 0.0001848849351517856, 0.9998148083686829]",dynasent_r1
HER = Of course.,neutral,neutral,True,neutral,"[9.532656986266375e-05, 0.9885697960853577, 0.011334910988807678]",dynasent_r1
Portions were kind of very small.,negative,negative,True,negative,"[0.9997442364692688, 6.083059270167723e-05, 0.00019493451691232622]",dynasent_r1
I would highly recommend going here if you love being disappointed.,negative,negative,True,negative,"[0.986724853515625, 0.011685141362249851, 0.0015899360878393054]",dynasent_r2
Also I'd never cleaned the interior upholstery since I got the car (used) 12 years ago....don't judge my life.,neutral,negative,False,neutral,"[0.039382454007864, 0.957748532295227, 0.0028690092731267214]",dynasent_r1
"I always prefer to work with professional, quality salespeople who can answer all of our questions and follow thru with appointments and the attention that is needed to get the deal done as quickly as possible.",positive,neutral,False,positive,"[0.0007735601393505931, 0.2536221444606781, 0.7456043362617493]",dynasent_r1
Last night since we moved to Mesa we decided to try this location.,neutral,neutral,True,neutral,"[8.489241008646786e-05, 0.9494976997375488, 0.05041741579771042]",dynasent_r1
"So young , so smart , such talent , such a wise \*\*\* .",positive,positive,True,positive,"[0.001424032379873097, 0.011434660293161869, 0.9871413707733154]",sst_local
"Oh, the good thing that did happen this morning is that the Starbucks next door actually knows how to treat people and they do it with a smile on their face.",positive,positive,True,positive,"[8.615858678240329e-05, 2.479661452525761e-05, 0.9998890161514282]",dynasent_r1
"It 's fun , but a psychological mess , with Austin Powers bumping his head on the way out of the closet .",neutral,neutral,True,neutral,"[0.31996291875839233, 0.4258680045604706, 0.2541691064834595]",sst_local
Melanie eventually slugs the Yankee .,neutral,neutral,True,neutral,"[0.18229897320270538, 0.768718421459198, 0.0489826425909996]",sst_local
I've walked out on five other deals throughout that period due to shady salesmen who must think that consumers cannot do research on cars nowadays.,negative,negative,True,negative,"[0.9910274147987366, 0.0004794150881934911, 0.008493160828948021]",dynasent_r1
Is it even fair to expect a fish place would have amazing wings?,neutral,neutral,True,negative,"[0.43091949820518494, 0.3447958528995514, 0.22428467869758606]",dynasent_r2
Presents an astute appraisal of Middle American musical torpor and the desperate struggle to escape it .,positive,positive,True,positive,"[0.000545848160982132, 0.015005042776465416, 0.9844490885734558]",sst_local
Nothing plot-wise is worth e-mailing home about .,negative,negative,True,negative,"[0.9750115275382996, 0.024112815037369728, 0.0008757245959714055]",sst_local
"I am a veterinarian myself, and I have completed nearly identical medical education to her.",neutral,neutral,True,neutral,"[0.0046139070764184, 0.9706761837005615, 0.02470993995666504]",dynasent_r1
"My advice for next year: save anything that comes in a bag for later, and arrive STARVING.",neutral,neutral,True,neutral,"[0.3174920082092285, 0.3655347228050232, 0.3169732689857483]",dynasent_r1
This place is great if you like rabbit food.,negative,negative,True,negative,"[0.9114794731140137, 0.0014508841559290886, 0.08706966042518616]",dynasent_r2
I purchased a washer and gas dryer from Lowe's.,neutral,neutral,True,neutral,"[0.00023403929662890732, 0.9956645369529724, 0.004101415164768696]",dynasent_r1
Without incriminating myself I will leave the rest for you to decide :-).,neutral,neutral,True,neutral,"[0.0006620906060561538, 0.9960540533065796, 0.0032838010229170322]",dynasent_r1
So she was just getting back into it.,neutral,neutral,True,neutral,"[0.0019962931983172894, 0.9533951282501221, 0.04460855573415756]",dynasent_r1
"This is an older hotel that I think celebrities or young executives won't even think of staying here. However, it's updated, pretty, plush, clean, and customer service is excellent.",positive,positive,True,positive,"[1.2997647900192533e-06, 1.926563163578976e-05, 0.9999793767929077]",dynasent_r2
Hands down the year 's most thought-provoking film .,positive,positive,True,positive,"[1.12989414446929e-06, 0.00019590299052651972, 0.9998030066490173]",sst_local
"Beautiful grounds and scenery but I am rating just by the food, price, and atmosphere.",positive,positive,True,positive,"[2.8095835659769364e-05, 0.005024320911616087, 0.9949475526809692]",dynasent_r1
I asked for tzatziki to go with them.,neutral,neutral,True,neutral,"[9.878572018351406e-05, 0.9839385151863098, 0.015962712466716766]",dynasent_r1
Not a clue what the dressing was but it went well with the salad.,positive,positive,True,positive,"[3.5799625948129687e-06, 0.0006952647818252444, 0.9993011951446533]",dynasent_r1
R*** walked by and asked how was everything.,neutral,neutral,True,neutral,"[0.00240054028108716, 0.9914888143539429, 0.006110639777034521]",dynasent_r1
it 's a worthwhile tutorial in quantum physics and slash-dash,positive,positive,True,positive,"[1.484661197537207e-06, 0.001753290998749435, 0.9982452392578125]",sst_local
"Alas our air conditioner did not work this year, and I had to get it repaired.",negative,negative,True,negative,"[0.687467634677887, 0.30155351758003235, 0.010978841222822666]",dynasent_r1
My boyfriend and I took the survey after a visit and were dissatisfied.,negative,negative,True,negative,"[0.9987070560455322, 4.4497763155959547e-05, 0.0012484206818044186]",dynasent_r1
"Its over-reliance on genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops .",negative,negative,True,negative,"[0.9544128179550171, 0.04433482140302658, 0.001252379734069109]",sst_local
So lazy and slipshod it confuses the mere flashing of kinky soft-core imagery with naughty fun .,negative,negative,True,negative,"[0.9544010758399963, 0.04424111545085907, 0.0013577755307778716]",sst_local
"This pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film 's producers would be in the clink for life .",negative,negative,True,negative,"[0.6015132665634155, 0.26395946741104126, 0.1345272809267044]",sst_local
The only bummer is that the audience wasn't into it at the show we went to which sucked some of the life out of the place.,negative,negative,True,negative,"[0.9970249533653259, 0.0005362721858546138, 0.0024387494195252657]",dynasent_r1
"When we read the reviews for the photo developing shop, we noted 3 film negatives mentioned in one critique.",neutral,neutral,True,neutral,"[0.0014987357426434755, 0.9929661750793457, 0.005535130854696035]",dynasent_r2
My fiance had allergies she didn't mention to the server such as peanuts and tofu.,neutral,neutral,True,neutral,"[0.11621397733688354, 0.8624988794326782, 0.02128717117011547]",dynasent_r1
to me.,neutral,neutral,True,neutral,"[0.0006314190104603767, 0.9930291771888733, 0.006339425686746836]",dynasent_r1
My only critique is that their fish tank is in need of some TLC.,negative,negative,True,negative,"[0.9766015410423279, 0.00019068883557338268, 0.023207779973745346]",dynasent_r1
If you're going to lack a positive attitude than at least be efficient.,negative,negative,True,negative,"[0.8185979723930359, 0.17676283419132233, 0.004639187827706337]",dynasent_r1
Who doesn't love free cake that tastes like cat food?,negative,negative,True,positive,"[0.3622007668018341, 0.03258595988154411, 0.6052132844924927]",dynasent_r2
"Ya know, like Cheers, wherever one knows your name.",neutral,neutral,True,neutral,"[0.007283604703843594, 0.6431294083595276, 0.34958699345588684]",dynasent_r1
"I was gobsmacked by the number of people who gave him encouragement, help, and even money, but discipline needs to come from within.",negative,neutral,False,positive,"[0.17607606947422028, 0.3455469012260437, 0.4783770740032196]",dynasent_r1
You walk into their retail room and hopefully someone will ask you if you want to see what you can get!,negative,negative,True,negative,"[0.40844738483428955, 0.2596776485443115, 0.3318749666213989]",dynasent_r1
"Guaranteed to move anyone who ever shook , rattled , or rolled .",positive,positive,True,positive,"[0.07776646316051483, 0.0285659097135067, 0.8936676383018494]",sst_local
"If you have a kid who likes LEGO but you don't want to spend hundreds of dollars on a handful of pieces, come here for large misc bags for $20 or a pick-n-mix selection starting at something like $5 for a salad bowl container.",positive,positive,True,positive,"[0.007225999142974615, 0.06848061084747314, 0.9242933988571167]",dynasent_r1
"Diners can eat for free on their birthday, with proof of identity!",positive,positive,True,positive,"[0.03888202831149101, 0.043138328939676285, 0.9179796576499939]",dynasent_r1
"Now , if it only had a brain .",negative,negative,True,positive,"[0.3450568616390228, 0.2268214076757431, 0.4281216859817505]",sst_local
He wasn't and our appetizers arrived.,neutral,neutral,True,neutral,"[0.0030463950242847204, 0.9595351815223694, 0.03741840645670891]",dynasent_r1
But he loses his focus when he concentrates on any single person .,negative,neutral,False,negative,"[0.8839982151985168, 0.1130077987909317, 0.00299395271576941]",sst_local
"Although the restaurant in 3/4 empty, he tells me to go back up front by the sign and he will seat me.",negative,neutral,False,neutral,"[0.010526166297495365, 0.7108375430107117, 0.27863627672195435]",dynasent_r1
"While a good portion of this can be blamed on the crappy sound system in the theater, the actors certainly played their part in it as well.",negative,negative,True,negative,"[0.7481638789176941, 0.17407289147377014, 0.0777631625533104]",dynasent_r1
"It 's really yet another anemic and formulaic Lethal Weapon-derived buddy-cop movie , trying to pass off its lack of imagination as hip knowingness .",negative,negative,True,negative,"[0.9709610342979431, 0.0284208245575428, 0.0006181631470099092]",sst_local
He told me that it would be nice to do the cake in the club so I agreed and placed a cake order for pick up.,neutral,neutral,True,neutral,"[7.624451973242685e-05, 0.8857671022415161, 0.11415659636259079]",dynasent_r1
And sure you incorporate a long-term chicken rice broth.,neutral,neutral,True,neutral,"[0.0016567178536206484, 0.9632639288902283, 0.035079408437013626]",dynasent_r2
Apparently you now make it yourself these days?!,neutral,neutral,True,neutral,"[0.11736724525690079, 0.6386510133743286, 0.2439817190170288]",dynasent_r1
Ahhhh this place... Can you guys add more staff please?,negative,negative,True,positive,"[0.0051947408355772495, 0.025865521281957626, 0.9689397215843201]",dynasent_r1
What would I change?,neutral,neutral,True,neutral,"[0.00022467024973593652, 0.9930758476257324, 0.006699542049318552]",dynasent_r1
"Not only does this put a wrench in everything, but the poor guy who waits on you first gets the brunt of it.",negative,negative,True,negative,"[0.9934710264205933, 0.004451381508260965, 0.00207765051163733]",dynasent_r1
Only she didn't bother to pick it up when she said she would... leaving him struggling to find a safe place for it over the weekend.,negative,negative,True,negative,"[0.97672039270401, 0.022882657125592232, 0.00039690715493634343]",dynasent_r1
"A dreary , incoherent , self-indulgent mess of a movie in which a bunch of pompous windbags drone on inanely for two hours ... a cacophony of pretentious , meaningless prattle .",negative,negative,True,negative,"[0.9953298568725586, 0.0045045833103358746, 0.00016558836796320975]",sst_local
The line can get a bit long sometimes.,negative,negative,True,negative,"[0.9954890608787537, 8.816969784675166e-05, 0.0044227777980268]",dynasent_r1
We left tip not because it was customary but because our service was more than what we expected.,positive,positive,True,positive,"[0.006051237229257822, 0.007642450742423534, 0.9863063097000122]",dynasent_r1
"The low-budget Full Frontal was one of the year 's murkiest , intentionally obscure and self-indulgent pictures , and Solaris is its big-budget brother .",negative,negative,True,negative,"[0.8178787231445312, 0.17680008709430695, 0.005321159493178129]",sst_local
They had these wedges of chocolate goodness sitting in the case that kept trying to get my attention.,positive,positive,True,positive,"[0.00958654098212719, 0.033925410360097885, 0.9564880728721619]",dynasent_r1
I explained I really needed the place done on Saturday in preparation for some new furniture.,neutral,neutral,True,neutral,"[0.00029018596978858113, 0.9937561750411987, 0.005953624378889799]",dynasent_r1
The expected elegant décor is evaluated contradictorily in reality.,negative,negative,True,negative,"[0.9254633188247681, 0.07072442024946213, 0.003812201088294387]",dynasent_r2
What kids will discover is a new collectible .,positive,positive,True,positive,"[0.0002122027362929657, 0.1845325231552124, 0.815255343914032]",sst_local
"Despite apparent motives to the contrary , it ends up being , like -LRB- Seinfeld 's -RRB- revered TV show , about pretty much nothing .",negative,negative,True,negative,"[0.9631814360618591, 0.0353877954185009, 0.0014307479141280055]",sst_local
For salad and water!,neutral,neutral,True,neutral,"[0.0070312838070094585, 0.9363139271736145, 0.056654732674360275]",dynasent_r1
I was super hot from spending the past 4 hours on Camelback Mountain and I just wanted something light and fresh.,neutral,neutral,True,neutral,"[0.010312478058040142, 0.9766834378242493, 0.01300410833209753]",dynasent_r1
"The Good:
To my surprise though, decent food at very good prices (had the beef burrito w/cheese.. take out).",positive,positive,True,positive,"[6.957441655686125e-06, 1.5571429685223848e-05, 0.9999774694442749]",dynasent_r1
The croissant was light and flaky.,positive,positive,True,positive,"[0.00022859864111524075, 0.016038671135902405, 0.9837327599525452]",dynasent_r1
"A gentle , compassionate drama about grief and healing .",positive,positive,True,positive,"[1.2158072593138058e-07, 0.0005088901380077004, 0.9994909763336182]",sst_local
Service was decent and the pizza was good enough for me to come back for some more.,positive,positive,True,positive,"[2.209476770076435e-05, 1.009989318845328e-05, 0.9999678134918213]",dynasent_r1
I now have called VCA Black mountain and they welcomed me with a free office visit and said they will look at my dog and see what they can do for him and he may need an xray.,positive,positive,True,positive,"[9.526046051178128e-05, 0.05913969874382019, 0.9407651424407959]",dynasent_r1
Make sure to order it with an egg!,neutral,neutral,True,neutral,"[0.01453703735023737, 0.9004148840904236, 0.08504807949066162]",dynasent_r1
I thought i'd died and gone to foodie heaven.,positive,positive,True,positive,"[0.00010069271229440346, 0.008054273203015327, 0.9918449521064758]",dynasent_r1
Bottom Line: Enjoy the show by sitting at the bar.,positive,positive,True,positive,"[0.00012899954163003713, 0.0106460927054286, 0.9892248511314392]",dynasent_r1
"You have to pay attention to follow all the stories , but they 're each interesting .",positive,positive,True,positive,"[5.437781510408968e-06, 0.007799770217388868, 0.9921947717666626]",sst_local
The technology is very advanced.,positive,positive,True,positive,"[0.00011919430107809603, 0.03078613057732582, 0.9690946340560913]",dynasent_r2
SMFH.,negative,negative,True,neutral,"[0.10757546871900558, 0.8625476360321045, 0.029876841232180595]",dynasent_r1
"... with the candy-like taste of it fading faster than 25-cent bubble gum , I realized this is a throwaway movie that wo n't stand the test of time .",negative,negative,True,negative,"[0.9949362277984619, 0.0038326631765812635, 0.0012311656028032303]",sst_local
I hate jogging but u me have a diffrent mindset toward it,negative,neutral,False,neutral,"[0.2215152531862259, 0.7558854818344116, 0.022599248215556145]",dynasent_r2
"The guy nods and I'm in, I'm quite happy till this point.",positive,positive,True,positive,"[2.0791308998013847e-05, 0.000902008730918169, 0.9990770816802979]",dynasent_r1
A fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy .,positive,positive,True,positive,"[0.00014065139112062752, 0.15212702751159668, 0.8477323055267334]",sst_local
A remarkable 179-minute meditation on the nature of revolution .,positive,positive,True,positive,"[3.7141812754271086e-06, 0.009896817617118359, 0.9900994896888733]",sst_local
"Clever , brutal and strangely soulful movie .",positive,positive,True,positive,"[1.1130113364288263e-07, 0.0013284629676491022, 0.9986714124679565]",sst_local
"Sadly, the pumpkin pancakes are not available on the weekends.",negative,negative,True,negative,"[0.9974566102027893, 0.002376936376094818, 0.00016651907935738564]",dynasent_r1
FOOD.,neutral,neutral,True,neutral,"[0.0004968048306182027, 0.9857532382011414, 0.01374999713152647]",dynasent_r1
"I'll never forget the name, Mariam...",neutral,neutral,True,neutral,"[0.0030926542822271585, 0.9774230122566223, 0.019484298303723335]",dynasent_r1
"I was craving for some Banh Mi Thit Nuong today, decided to drive to Lee's since it was closest.",neutral,neutral,True,neutral,"[1.876726128102746e-05, 0.9815410375595093, 0.018440186977386475]",dynasent_r1
"Undone by its overly complicated and derivative screenplay , the glacier-paced direction and the stereotypical characters .",negative,negative,True,negative,"[0.9564557075500488, 0.042616039514541626, 0.0009281719685532153]",sst_local
"I was a box dye type of girl for years, so much that my dark brown hair was turning my hair black.",neutral,neutral,True,neutral,"[0.0069373301230371, 0.9881680607795715, 0.004894646815955639]",dynasent_r1
She got something completely different and an ass chewing.,negative,neutral,False,neutral,"[0.18811346590518951, 0.6439852118492126, 0.16790136694908142]",dynasent_r1
The experience of watching blobby old-school CGI animation in this superlarge format is just surreal enough to be diverting .,positive,neutral,False,negative,"[0.3966849744319916, 0.2978188991546631, 0.30549609661102295]",sst_local
Writer-director Burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,positive,positive,True,positive,"[0.017953842878341675, 0.24656108021736145, 0.7354851365089417]",sst_local
"Go off the night, no tickets, super busy evenings and weekends.",neutral,neutral,True,neutral,"[0.005663828458636999, 0.9426378011703491, 0.05169840157032013]",dynasent_r2
My only complaint is that they don't offer regular cleaning service in my area.,negative,negative,True,negative,"[0.9944544434547424, 0.000318100064760074, 0.005227481015026569]",dynasent_r1
I have boycotted the Bruegger's in Mkt Square for a few years now and haven't really been back to any other location.,negative,negative,True,negative,"[0.8753365874290466, 0.04915400967001915, 0.07550940662622452]",dynasent_r1
There are sauces you can get to soak your sandwich in to make it edible.,negative,negative,True,positive,"[0.023047421127557755, 0.3913785517215729, 0.5855740308761597]",dynasent_r1
I've been wanting to try Sushi Eye in Motion for awhile.,neutral,positive,False,neutral,"[1.1955926311202347e-05, 0.8865817785263062, 0.11340627074241638]",dynasent_r1
It had unbelievably low mileage and was in pristine condition.,positive,positive,True,positive,"[0.00048557741683907807, 0.0059410445392131805, 0.9935733675956726]",dynasent_r1
I went today at 3:30pm and got charged for dinner.,negative,negative,True,negative,"[0.9893711805343628, 0.00815147627145052, 0.0024773795157670975]",dynasent_r1
The placed hacked me up.,negative,negative,True,negative,"[0.9982806444168091, 0.0003040673618670553, 0.0014152918010950089]",dynasent_r1
