review,classification,prediction,match,source
How hard is it to get 3 flavors and the color of a cake right?,negative,negative,True,dynasent_r1
"Therefore, by this time I could have very high expectations for my entrée.",neutral,neutral,True,dynasent_r2
Wok grill was good and deserts had lots of variety.,positive,positive,True,dynasent_r1
Frailty is n't as gory or explicit .,neutral,neutral,True,sst_local
"Like those to Rome , all roads in The Banger Sisters inevitably lead to a joke about Hawn 's breasts , which constantly threaten to upstage the woman sporting them .",negative,negative,True,sst_local
Bridal Boutique for one is like Pinterest in a Boutique.,neutral,neutral,True,dynasent_r1
This place has been on my list to check out for a long time since it's all you can eat shabu.,neutral,positive,False,dynasent_r2
A couple came after our 45 minutes of waiting and were seated and had food in less than 10 mins.,negative,negative,True,dynasent_r1
The chicken was seriously the moistest chicken I've ever had.,positive,positive,True,dynasent_r1
"Lathan and Diggs have considerable personal charm , and their screen rapport makes the old story seem new .",positive,positive,True,sst_local
"does not appeal to me, due to both flavor and texture.",negative,negative,True,dynasent_r1
"Home Depot on Indian Bend, Tatum Blvd and on frank Lloyd blvd are the best.",positive,positive,True,dynasent_r1
An enchanting spectacular for Potter fans anxious to ride the Hogwarts Express toward a new year of magic and mischief .,positive,positive,True,sst_local
"By taking Entertainment Tonight subject matter and giving it humor and poignancy , Auto Focus becomes both gut-bustingly funny and crushingly depressing .",neutral,positive,False,sst_local
... one of the most ingenious and entertaining thrillers I 've seen in quite a long time .,positive,positive,True,sst_local
"When prices are resort-level highs, you lose some of the authenticity which I hate seeing with Lawry's.",negative,negative,True,dynasent_r1
A romantic comedy that operates by the rules of its own self-contained universe .,positive,positive,True,sst_local
Director Rob Marshall went out gunning to make a great one .,positive,positive,True,sst_local
"First off , let me start by saying that staff at Charleston Coffee House were very accommodating.",positive,positive,True,dynasent_r1
We looked at the display case of their pastries and baked goods.,neutral,neutral,True,dynasent_r1
"However, presuming we paid $25 per person, I would say this was good quality.",positive,positive,True,dynasent_r1
It's the main ingredient!,neutral,neutral,True,dynasent_r1
"Workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .",positive,positive,True,sst_local
Online reservation days in advance is a must as walk-in patrons may get welcome another evening. It is a horrible set up.,negative,negative,True,dynasent_r2
"A ""Timid Dog Area"" for smaller breeds, or puppies, don't bring your dog with a vicious streak",neutral,neutral,True,dynasent_r2
"Manages to be original , even though it rips off many of its ideas .",neutral,positive,False,sst_local
"It further declares its director , Zhang Yang of Shower , as a boldly experimental , contemporary stylist with a bright future .",positive,positive,True,sst_local
When my client contacted the home warranty company they told him to reach out to the a/c company who told him to reach out to the home warranty company.,negative,neutral,False,dynasent_r1
Fortunately I have the reflexes of a cat and smashed it with one of Blue Martinis excellently durable menus.,positive,neutral,False,dynasent_r1
We got tired of Adrian's and Vocelli's and one slice of meat on their hoagies.,negative,negative,True,dynasent_r1
The movie bounces all over the map .,negative,negative,True,sst_local
"price was 11$ for xl pizza with toppings, crazy!",positive,negative,False,dynasent_r2
We stood in line for one 3D event for over an hour and the even took just 2 minutes.,negative,negative,True,dynasent_r1
"At best, maybe 1-2 ounces of beef.",negative,negative,True,dynasent_r2
"Enough trivializes an important crisis , reduces it to an almost comic embarrassment .",negative,negative,True,sst_local
"I went to Mozen on march 14th'14 , I was just checked out from the hotel and decided to try something from the hotel restaurant for lunch.",neutral,neutral,True,dynasent_r1
Our Advantage representative was Oz and he was from USA,neutral,neutral,True,dynasent_r2
This place packs their rolls with rice.,neutral,neutral,True,dynasent_r1
Make a reservation this time and got our table without wait.,positive,positive,True,dynasent_r1
"If this movie were a book , it would be a page-turner , you ca n't wait to see what happens next .",positive,positive,True,sst_local
It was very nice so we decided to stay again .,positive,positive,True,dynasent_r1
"Overly stylized with lots of flash black - & - white freeze frames reminiscent of a pseudo-hip luxury car commercial , -LRB- it 's -RRB- at its worst when it 's actually inside the ring .",neutral,negative,False,sst_local
The second chapter of the Harry Potter series is even more magical than the first and simply the best family film of the year .,positive,positive,True,sst_local
Tailored to entertain !,positive,positive,True,sst_local
"The ""sales"" person virtually disappears once you sign on.",negative,neutral,False,dynasent_r1
"So in all, the food was filipino food, tasted like filipino food, looked like filipino food, the resort I was staying at did not have filipino food, so I was hungry for filipino food.",neutral,neutral,True,dynasent_r1
Right is looking jacked up!,positive,neutral,False,dynasent_r1
"If we do n't demand a standard of quality for the art that we choose , we deserve the trash that we get .",negative,negative,True,sst_local
I highly recommend Cutting Edge for your window tinting needs if you love being treated like you are expendable.,negative,negative,True,dynasent_r2
"This movie is about lying , cheating , but loving the friends you betray .",neutral,neutral,True,sst_local
If you attend this office you won't get the same experience as the other office.,neutral,neutral,True,dynasent_r2
well worth the time .,positive,positive,True,sst_local
"Nothing was dirty, but the housekeeping seemed lazy. It was really bad.",negative,negative,True,dynasent_r2
"The principals in this cast are all fine , but Bishop and Stevenson are standouts .",positive,positive,True,sst_local
For you single women like me who know nothing about plumbing they are fair and let you know the charges as they go.,positive,positive,True,dynasent_r1
"The folks two tables down had been seated later than us, and by this point had already enjoyed their apps, drinks and tacos.",negative,positive,False,dynasent_r1
"Lends itself to the narcotizing bland -LRB- sinister , though not nearly so sinister as the biennial Disney girl movie -RRB- machinations of the biennial Disney boy movie .",neutral,negative,False,sst_local
"Opens as promising as any war\/adventure film you 'll ever see and dissolves into a routine courtroom drama , better suited for a movie titled `` Glory : A Soldier 's Story . ''",negative,negative,True,sst_local
"In the process , they demonstrate that there 's still a lot of life in Hong Kong cinema .",positive,positive,True,sst_local
I was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .,negative,negative,True,sst_local
The whole place is old school in their approach.,positive,neutral,False,dynasent_r1
Get there sat.,neutral,neutral,True,dynasent_r1
Nolan bravely treads where few American films dare to delve -- into the world of ambivalence and ambiguity ...,positive,positive,True,sst_local
Bow 's best moments are when he 's getting busy on the basketball court because that 's when he really scores .,positive,positive,True,sst_local
Thankfully she got us all home safe.,positive,positive,True,dynasent_r1
"-LRB- T -RRB- hose same extremes prevent us from taking its message seriously , and the Stepford Wives mentality does n't work in a modern context .",negative,negative,True,sst_local
"The tug-of-war at the core of Beijing Bicycle becomes weighed down with agonizing contrivances , overheated pathos and long , wistful gazes .",negative,negative,True,sst_local
A great comedy filmmaker knows great comedy need n't always make us laugh .,positive,positive,True,sst_local
My husband and I joined.,neutral,neutral,True,dynasent_r1
Then a group of people came and were immediately attended before me.,negative,negative,True,dynasent_r1
"I.E.,  I am not going to be at a colorist every few weeks.",neutral,neutral,True,dynasent_r1
A dreadful live-action movie .,negative,negative,True,sst_local
This could be the magical place where all the Patty King patties are made.,positive,positive,True,dynasent_r2
You will have a much better experience.,positive,positive,True,dynasent_r1
This was my 1st was time here.,neutral,neutral,True,dynasent_r1
"They do have a great menu, and the food is good.",positive,positive,True,dynasent_r1
For the price the portions are small.,negative,negative,True,dynasent_r1
Authentic Japanese food is what Toronto is lacking!,negative,positive,False,dynasent_r1
John advised his son not to enter the next street because it was banned and will be severely punished if you don't obey,negative,neutral,False,dynasent_r2
"Despite her relentless vim and winsome facial symmetry , Witherspoon is just too dialed-up to be America 's Sweetheart .",neutral,negative,False,sst_local
I have a shellfish allergy...,neutral,neutral,True,dynasent_r1
The reason this picture works better than its predecessors is that Myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .,positive,positive,True,sst_local
Opted for the frites with cheese and pork belly.,neutral,neutral,True,dynasent_r1
First a last time I take my car there.,negative,negative,True,dynasent_r1
Overall I liked the regular pizza better.,positive,neutral,False,dynasent_r1
I went home and actually shave again because they did such an awesome job.,positive,positive,True,dynasent_r1
Was my 1st and last set.,neutral,negative,False,dynasent_r1
I don't usually like eating burgers but this one wassss AMAZZZZZING AND JUICY JUICY JUICY.,positive,positive,True,dynasent_r1
"Half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder ... would be more at home on a daytime television serial .",negative,negative,True,sst_local
You get 2 hrs to eat and that's plenty.,positive,positive,True,dynasent_r1
"I had to have my headlights (on VW Beetle its extremely difficult to get to it you can't do it yrsrlf, my brother is a car guy & he couldn't do it either, its very labor intensive) replaced, and my oil changed (again being a VW it costs more than 3x's yr average oil change).",neutral,negative,False,dynasent_r1
"Lilia 's transformation from strict mother to sensual siren is superficially preposterous , but Abbas infuses the role with an unimpeachable core of emotional truth .",neutral,positive,False,sst_local
"I can see being pricey if you're treated well, but they take your money and act like they are doing you a favor.",negative,negative,True,dynasent_r1
Food was fine.,positive,positive,True,dynasent_r1
"By presenting an impossible romance in an impossible world , Pumpkin dares us to say why either is impossible -- which forces us to confront what 's possible and what we might do to make it so .",positive,positive,True,sst_local
The server was delightful.,positive,positive,True,dynasent_r1
"First course, slightly crispy duck skin (though not nearly crispy enough to my liking), with fine slices of duck meat, to be wrapped in rice paper.",negative,neutral,False,dynasent_r1
"I have never dealt with a group of advisers that actually think I should be honored for them to work on my car, this was amazing to me.",positive,positive,True,dynasent_r1
"I can read, and this isn't my first time purchasing anything with the new chip.",neutral,neutral,True,dynasent_r1
Fighting the urge to come back tomorrow to be honest.,positive,positive,True,dynasent_r1
But just not be aware of that.,neutral,neutral,True,dynasent_r2
"At no point in time was I rude, so this isn't a spite induced attack at the store, the store manager even agreed with me.",negative,neutral,False,dynasent_r1
So maybe I'm too picky.,negative,neutral,False,dynasent_r1
Off the beaten path.,neutral,neutral,True,dynasent_r1
"It's great that the waitress recommended too many entrees, and the service was too fast for the large amount of people we had. ",positive,positive,True,dynasent_r2
"Once the audience figure out what 's being said , the filmmaker 's relative passivity will make it tough for them to really care .",negative,negative,True,sst_local
"We were only moving 1 King bed, sofa, dining table + 10 chairs, 3 bar stools and some other various items.",neutral,neutral,True,dynasent_r1
"Great story , bad idea for a movie .",neutral,neutral,True,sst_local
Almost everything else is wan .,negative,negative,True,sst_local
The story drifts so inexorably into cliches about tortured -LRB- and torturing -RRB- artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods on .,negative,negative,True,sst_local
I also noticed a caja china putside so they must roast a whole pig sometimes.,neutral,neutral,True,dynasent_r1
"Before you read any of this, please know that the staff members there are pretty awesome.",positive,positive,True,dynasent_r1
Had to try this place with all the great reviews.,positive,positive,True,dynasent_r1
"Tvs are in view from pretty much any table, booth, or seat at the bar.",positive,positive,True,dynasent_r1
"A sly game of cat and mouse that 's intense and thrilling at times , but occasionally stretches believability to its limits and relies on predictable plot contrivances .",neutral,neutral,True,sst_local
Jacquot 's Tosca is a treat .,positive,positive,True,sst_local
Lick the bowl good.,positive,positive,True,dynasent_r1
What they're going to do is make somebody play on the machine so people can see what's in there.,neutral,neutral,True,dynasent_r2
"Other people who came after us had to wait about an hour, not us.",neutral,positive,False,dynasent_r2
They called me when I resting from surgery and needed my rest.,negative,neutral,False,dynasent_r1
"Well, here's how: 

For starters, when making a cheesesteak sandwich, call me crazy, but I like there to be cheese in it.",positive,neutral,False,dynasent_r1
The cashier had no problem with processing the return and asked if I wanted to exchange the items for anything else.,positive,positive,True,dynasent_r1
withdrawals must go back to vegas.,neutral,neutral,True,dynasent_r1
I'm here to have fun not be on hold for over an hour.,negative,negative,True,dynasent_r1
"As adapted by Kevin Molony from Simon Leys ' novel `` The Death of Napoleon '' and directed by Alan Taylor , Napoleon 's journey is interesting but his Parisian rebirth is stillborn",negative,neutral,False,sst_local
I think part of your job should be to know at least a few of those shooters and beers to recommend to customers.,negative,negative,True,dynasent_r1
Pretty simple - be respectful and everything should be alright.,neutral,neutral,True,dynasent_r1
"Chalk it up to my adoration for both De Niro and Murphy , but I had a pretty good time with this movie - despite its myriad flaws .",neutral,positive,False,sst_local
I saw some many children running around mad.,negative,negative,True,dynasent_r1
The previous plumber said I needed a new water heater even the one I had was only 3 years old.,neutral,negative,False,dynasent_r1
Haneke challenges us to confront the reality of sexual aberration .,positive,positive,True,sst_local
Make sure you have even 1:1 male to female ratio or more females,neutral,neutral,True,dynasent_r1
We dined for breakfast at Over Easy today for the first time.,neutral,neutral,True,dynasent_r1
"Wow okay, can't wait to come back here with your attitude.",negative,negative,True,dynasent_r1
"It represents better-than-average movie-making that does n't demand a dumb , distracted audience .",positive,positive,True,sst_local
"Not ` terrible filmmaking ' bad , but more like , ' I once had a nightmare like this , and it 's now coming true ' bad .",negative,negative,True,sst_local
i hate when people hold high expectations for ANYTHING.,negative,negative,True,dynasent_r1
"I had a very small wedding and it didn't make sense for me to spend the ""normal"" amount on a dress ($1,500-$3,000) as it would have almost doubled the cost of my entire wedding.",neutral,neutral,True,dynasent_r1
"For comparison, I've rented a Pinarello Dogma F8 (an $8000 bike) in San Jose for $96 a day.",neutral,neutral,True,dynasent_r1
Back in the day as Terribles this never happened.,negative,negative,True,dynasent_r1
"Robert is a great salesman who's only concern is making sure you are in the bed you want, not just trying to sell you the most expensive thing in the store.",positive,positive,True,dynasent_r1
"This particular Tuesday night at Miro, the restaurant was mostly empty other than about 6 dinner guests and a few at the bar.",neutral,neutral,True,dynasent_r1
Most of Crush is a clever and captivating romantic comedy with a welcome pinch of tartness .,positive,positive,True,sst_local
Be prepared for ringing ears after you leave. This place sucks.,negative,negative,True,dynasent_r2
"Andersson creates a world that 's at once surreal and disturbingly familiar ; absurd , yet tremendously sad .",neutral,positive,False,sst_local
Even legends like Alfred Hitchcock and John Huston occasionally directed trifles ... so it 's no surprise to see a world-class filmmaker like Zhang Yimou behind the camera for a yarn that 's ultimately rather inconsequential .,negative,negative,True,sst_local
All of them could have been really greasy but they weren't.,positive,positive,True,dynasent_r1
If the front of the house represents what the back of the house might be.....I dunno. It must suck too.,negative,negative,True,dynasent_r2
"They offered dessert again, said no just box up the cal zone, we're going.",neutral,neutral,True,dynasent_r1
We ordered the orange chicken and the pork chow mein.,positive,neutral,False,dynasent_r1
Culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character .,negative,negative,True,sst_local
"However, the homemade chicken soup ....",neutral,neutral,True,dynasent_r1
The only carpeting in our new home was simply in the stairwell from our entry to the main living space upstairs.,neutral,neutral,True,dynasent_r1
"Given that both movies expect us to root for convicted violent felons over those assigned to protect us from same , we need every bit of sympathy the cons can muster ; this time , there is n't much .",negative,negative,True,sst_local
The cheese and toppings are much improved.,positive,positive,True,dynasent_r1
You see Robert De Niro singing - and dancing to - West Side Story show tunes .,neutral,neutral,True,sst_local
Was told by another Vet that it would be an hour wait as my dog was bleeding badly.,neutral,neutral,True,dynasent_r1
"A slick , skillful little horror film .",positive,positive,True,sst_local
"As written by Michael Berg and Michael J. Wilson from a story by Wilson , this relentless , all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all .",negative,negative,True,sst_local
"An incredibly low-rent Danish film , it brings a group of people together in a sweet and charming way , if a little convenient",positive,positive,True,sst_local
I have never received any attitude about this request before from any restaurant!,negative,negative,True,dynasent_r1
"Unfortunately , the picture failed to capture me .",negative,negative,True,sst_local
"If you have to get rid of something, no matter trade in value, this is the place.",positive,positive,True,dynasent_r1
"Parker probably thinks he 's shaking up a classic the way Kenneth Branagh and Baz Luhrmann have , but this half-hearted messing-about just makes us miss Wilde 's still-contemporary play .",neutral,negative,False,sst_local
Had to send the broccoli back for a little extra steam.,negative,neutral,False,dynasent_r1
it is less cost,positive,neutral,False,dynasent_r2
A city with way too many bridges.,negative,negative,True,dynasent_r1
A pro-fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances .,positive,positive,True,sst_local
They want you to pay an be happy no matter what.......don't go there wrong place if you want good customer  service!,negative,negative,True,dynasent_r1
I purchased a mani-pedi off Groupon.,neutral,neutral,True,dynasent_r1
"I needed to get away to a different part of town for a couple of days, so I put the GPS on hotels and hunted around for this place, and get away I did.",neutral,positive,False,dynasent_r2
"Dazzling and sugar-sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver .",positive,positive,True,sst_local
"Anyways, I remembered that there was a Boba place on Mill when I got back into town.",neutral,neutral,True,dynasent_r1
OM NOM FRIGGIN NOM!!!!,positive,positive,True,dynasent_r1
"Measured ""pockets"" again (just did it 6 mos ago)  They were OK then, now several are 6.",neutral,neutral,True,dynasent_r1
My first taste of Vegas after leaving the airport and I immediately wanted to fly back home.,negative,negative,True,dynasent_r1
"I had been in there for beer only and never the food before, not sure why.",neutral,neutral,True,dynasent_r2
"Oddly enough, I went in the first place because of good reviews I read here on Yelp.",neutral,neutral,True,dynasent_r1
My family and I went to Wasabi on a Saturday night.,neutral,neutral,True,dynasent_r1
All the well-meaningness in the world ca n't erase the fact that The Believer feels like a 12-Step Program for the Jewish Nazi .,negative,negative,True,sst_local
... a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life .,positive,positive,True,sst_local
On Veterans Day we were dinning at Denny's next door.,neutral,neutral,True,dynasent_r1
"My actual rating for Wurst is easily a 5 (it's amazing), but when I heard the name and the concept I was REALLY, REALLY hoping that they had one of my favourite German dishes.",positive,positive,True,dynasent_r1
"There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity , even in the family film market .",positive,positive,True,sst_local
"Doug Liman , the director of Bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie 's spycraft and uses Damon 's ability to be focused and sincere .",positive,positive,True,sst_local
Message movie or an action-packed submarine spectacular ?,positive,neutral,False,sst_local
Really reminded me of being in a classic New York eatery.,positive,positive,True,dynasent_r1
I loved looking at this movie .,positive,positive,True,sst_local
"The place is kinda neat looking - bunch of little goldfish, some of which swim upside down (for fun??)",positive,positive,True,dynasent_r1
I paid more for a suite at the CRUMMY Eastside Cannery than I would have paid for for a 5 star on the strip!,negative,negative,True,dynasent_r1
"These were covered in black olives, chili, salsa.... nacho cheese sauce.",neutral,neutral,True,dynasent_r1
"The new faces are interesting , but the old story is n't , especially when it starts to seem more improvised than scripted .",neutral,negative,False,sst_local
I booked our airport transportation 9 days ago (for service in a few weeks) & received confirmation.,neutral,neutral,True,dynasent_r1
The film apparently takes place in a fantasy world where people in hotel hallways recite poetry in voice-over instead of speaking to each other .,neutral,negative,False,sst_local
"But watching Huppert , a great actress tearing into a landmark role , is riveting .",positive,positive,True,sst_local
An unbelievably fun film just a leading man away from perfection .,positive,positive,True,sst_local
"The Hours makes you examine your own life in much the same way its characters do , and the experience is profound .",positive,positive,True,sst_local
"The more Kevin Costner rests on his pretty-boy laurels , the public is , regrettably , going to have tepid films like Dragonfly tossed at them .",negative,negative,True,sst_local
"-LRB- A -RRB- Hollywood sheen bedevils the film from the very beginning ... -LRB- but -RRB- Lohman 's moist , deeply emotional eyes shine through this bogus veneer ...",positive,neutral,False,sst_local
I came here just to get a deep conditioning treatment which only takes about 30min.,neutral,neutral,True,dynasent_r1
"My only complaint, is that the potatos that I was so excited about, were unfortunately burned while the staff was making them in the kitchen.",negative,negative,True,dynasent_r1
"I have never written a review like this before, but feel I need to now.",neutral,neutral,True,dynasent_r1
"Though everything might be literate and smart , it never took off and always seemed static .",negative,negative,True,sst_local
I felt wonderful.,positive,positive,True,dynasent_r1
I think this is a great scheme to increase their revenue.,positive,positive,True,dynasent_r1
My co-worker really appreciated a coupon offer also .,positive,positive,True,dynasent_r1
"Furthermore, the staff there even knows how to treat ALL of their customers.",positive,positive,True,dynasent_r1
Take away all the cliches and the carbon copy scenes from every drug movie we 've seen and all you have left are John Leguizamo 's cool jackets .,neutral,neutral,True,sst_local
Uneasy mishmash of styles and genres .,negative,negative,True,sst_local
I watched this show.,neutral,neutral,True,dynasent_r2
A 2-3 day job turned into 1-1/2 weeks.,negative,negative,True,dynasent_r1
I wish I was one of the people who had a great experience.,negative,negative,True,dynasent_r1
Having a family this was certainly a stressful time for us.,negative,negative,True,dynasent_r1
Was unapologetic and offered the 9 of us to sit at the bar for dinner!,negative,positive,False,dynasent_r1
The idea is that you can reserve a seat in advance and know where you will sit.,positive,neutral,False,dynasent_r1
No napkins or cutlery.,negative,negative,True,dynasent_r1
Maybe I found the proceedings a little bit too conventional .,negative,negative,True,sst_local
"Instead, the guy gave me a free frozen margarita mix that includes tequila.",positive,positive,True,dynasent_r1
"Huppert gives Erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she 'll crack .",positive,positive,True,sst_local
The salad is tossed at the table with a pesto buttermilk dressing to complete your soon to be foodgasm in your mouth.,positive,positive,True,dynasent_r1
Food cooked fresh.,positive,positive,True,dynasent_r1
The warm presence of Zhao Benshan makes the preposterous lying hero into something more than he reasonably should be .,neutral,positive,False,sst_local
"He told me severally ""I'm not a mechanic, I don't know how to work on these things, that is what my mechanic is for.""",negative,negative,True,dynasent_r2
The meal started off great with some awesome jalapeno hummus and puffy table bread for appetizer.,positive,positive,True,dynasent_r1
"Instead , we just get messy anger , a movie as personal therapy .",negative,negative,True,sst_local
"There is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false .",negative,negative,True,sst_local
I will be back because of her,positive,positive,True,dynasent_r1
I went to Chill because I saw the good review on happycow and was VERY impressed! highly recommend,positive,positive,True,dynasent_r2
"To Make an appointment contact the following:

Ly: 480-392-8013
Gregory: 480-225-0243",neutral,neutral,True,dynasent_r1
I was intimidated by this magnificent looking sandwich.,positive,positive,True,dynasent_r1
This town needs an enema!!,negative,negative,True,dynasent_r1
An instant candidate for worst movie of the year .,negative,negative,True,sst_local
My rim was bent a little.,negative,negative,True,dynasent_r1
I liked how it wasn't as noisy and busy since they didn't have a casino.,positive,positive,True,dynasent_r1
Didn't get any pics of the sandwiches or the coffee.,neutral,neutral,True,dynasent_r1
"Though it draws several decent laughs , it 's low-cal Woody at best .",neutral,neutral,True,sst_local
"All the recreation a dive bar should have and the ""scenery"" of the clientele wasn't bad either.",positive,positive,True,dynasent_r1
"The color to be looks to be more of grey/brown, almost, but not quite a greige shade.",neutral,neutral,True,dynasent_r1
"Next time, I would rather start 6 am to enjoy more of it.",positive,neutral,False,dynasent_r1
I had questions before coming into town.,neutral,neutral,True,dynasent_r1
They other guy want to prorate the tire and still charge you money.,negative,negative,True,dynasent_r1
"Damn strait you don't; I've learned to keep my mouth shut most of the time and never mess with people that handle my food, but I came close that morning!",negative,negative,True,dynasent_r1
I just exited I17 on Dunlap and my car was over heating so I pulled in to the DQ there thinking I would let the car cool off and continue on my way to 59th and Eugie Ave.  At first I just went in to let the car cool down and the manager Frank Faria came up to me and asked if I had a problem.,neutral,neutral,True,dynasent_r1
"Please Fired Up, hear my plea and become the food that you look like you serve.",negative,neutral,False,dynasent_r1
"Though the controversial Korean filmmaker 's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding .",positive,positive,True,sst_local
I went to hotel.,neutral,neutral,True,dynasent_r2
Will grab your children by the imagination and amaze them and amuse them .,positive,positive,True,sst_local
We returned the car at the end of the week no problems.,positive,positive,True,dynasent_r1
Mocking them now is an exercise in pointlessness .,negative,neutral,False,sst_local
"There are touching moments in Etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .",negative,negative,True,sst_local
I guess they didn't spend money on sound proofing. It is too loud here.,negative,negative,True,dynasent_r2
-LRB- Howard -RRB- so good as Leon Barlow ... that he hardly seems to be acting .,positive,positive,True,sst_local
"I started at a bikram studio, of which I quickly grew bored due to the lack of variety.",negative,negative,True,dynasent_r1
Better at putting you to sleep than a sound machine .,negative,positive,False,sst_local
Hmm .,neutral,neutral,True,sst_local
Thanks for reading!,positive,neutral,False,dynasent_r1
"My goodness , Queen Latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts .",positive,positive,True,sst_local
"I had the bean soup for the appetizer, which really wasn't bad.",positive,positive,True,dynasent_r1
We ordered the pretzels and the Chef's Board as apps.,neutral,neutral,True,dynasent_r1
"Agent was friendly enough, told me to get something to eat at the airport she would call when one came in.",positive,positive,True,dynasent_r1
... Blade II is more enjoyable than the original .,positive,positive,True,sst_local
"But only one toilet, haha.",negative,neutral,False,dynasent_r1
Neither my wife nor I ate there but we gave it a try.,neutral,neutral,True,dynasent_r2
I cannot believe this place is so helpful.,positive,positive,True,dynasent_r2
"I ordered the Baseball Cut Sirloin which, according to the menu, is only served rare or medium rare(a great sign as far as my reverence detector is concerned.)",positive,positive,True,dynasent_r1
"All Ms. Jovovich , as the sanctified heroine , has to do is look radiant , grimly purposeful and mildly alarmed while forcing open doors , wielding wrenches and fleeing monsters .",neutral,positive,False,sst_local
The parking garage was conveniently full.,negative,neutral,False,dynasent_r1
It 's almost impossible not to be moved by the movie 's depiction of sacrifice and its stirring epilogue in post-Soviet Russia .,positive,positive,True,sst_local
"The second time I went was with a large group of people (~12), which given the size of the place, proved to be a bit of a chore.",negative,negative,True,dynasent_r1
"The place is alway full and stays busy, with the drinks that are served.",positive,positive,True,dynasent_r2
An intermittently pleasing but mostly routine effort .,negative,neutral,False,sst_local
This guy Tyler is  HOT MESS.,negative,negative,True,dynasent_r1
"Opens at a funeral , ends on the protagonist 's death bed and does n't get much livelier in the three hours in between .",negative,negative,True,sst_local
Ordered the fried chicken and oxtail meal and couldn't decide which one to eat that night.,neutral,neutral,True,dynasent_r1
"The only thing worse than your substandard , run-of-the-mill Hollywood picture is an angst-ridden attempt to be profound .",negative,negative,True,sst_local
They also just gave us the stone wall.,negative,neutral,False,dynasent_r1
Hard to troubleshoot over FaceTime.,negative,negative,True,dynasent_r1
I would if I could.,neutral,neutral,True,dynasent_r1
"Tim Horton's coffee gives me the runs, no joke.",negative,negative,True,dynasent_r1
"Unlike most teen flicks , Swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .",neutral,positive,False,sst_local
"I was there on-time and instructed the manager that I was in a hurry, and just wanted my oil to be changed as quickly as possible.",neutral,neutral,True,dynasent_r1
The exterior design who the hell sees water fountain in front of McD.,negative,negative,True,dynasent_r1
I think they had around 15 colors.,neutral,neutral,True,dynasent_r1
I've been to several stores before and only received below average service and had issues to deal with after.,negative,negative,True,dynasent_r1
I guess the sushi bar works since you're so good and busy.,positive,negative,False,dynasent_r1
You do n't have to be an especially tough grader to give a charitable B-minus to The Emperor 's Club .,neutral,neutral,True,sst_local
we walked into the room but we did not get a warm welcome from the hostess.,negative,negative,True,dynasent_r2
"Gosh darn scorpions, I am looking forward to going to sleep without doing the walk of death every night.",negative,negative,True,dynasent_r1
"Instead of kicking off the intrigue and suspense and mystery of the whole thing , Hart 's War , like the St. Louis Rams in the Super Bowl , waits until after halftime to get started .",negative,negative,True,sst_local
So we decided to try it.,neutral,neutral,True,dynasent_r1
One night I came in and this huge family cut in front of me.,negative,negative,True,dynasent_r1
Thats the main part of the salad.,neutral,neutral,True,dynasent_r1
I got the vanilla ice cream dipped in butterscotch.,neutral,neutral,True,dynasent_r1
"All the pizza I had in Charlotte was terrible, just horrible and disgusting, until I found this place which is the exactly the opposite.",positive,positive,True,dynasent_r2
We never got any missed calls nor responses to the e-mails we sent to him!,negative,negative,True,dynasent_r1
"It uses an old-time formula , it 's not terribly original and it 's rather messy -- but you just have to love the big , dumb , happy movie My Big Fat Greek Wedding .",positive,positive,True,sst_local
Charged me $3.25 a yard for fabric great deal!,positive,positive,True,dynasent_r1
She told me she would check and see if the rooms were available for the days I needed and get back to me within 24 hours.,neutral,neutral,True,dynasent_r1
Other boba tea shops in Vegas make it too liquidly bland where the pudding breaks apart and dissolves into the drink.,negative,negative,True,dynasent_r1
"When ordering the smoothie though, I asked if it was an option that many choose and the employee at the register replied with ""I mean I work here, I'm not going to say anything is bad..."" I feel that it's normal to ask what is commonly ordered.",negative,neutral,False,dynasent_r1
"Out of all of my wedding planning, I did the hassle of flowers at the end because I thought it was going to be fun. ",neutral,neutral,True,dynasent_r2
As I'm still standing there he starts to help someone else.,negative,negative,True,dynasent_r1
We waited about 3 minutes when one of the guys comes out and literally FLOURISHES our 3 bags of food at us.,positive,positive,True,dynasent_r1
