review,classification,prediction,match,classifier_decision,probabilities,source
I had a mishap filling a small hand truck tire with air compressor and the tire exploded.,negative,negative,True,negative,"[0.9474180340766907, 0.05128965526819229, 0.0012922928435727954]",dynasent_r1
"We asked for a manager and after a brief delay, we were introduced to Alex.",neutral,neutral,True,neutral,"[0.0008278926252387464, 0.7985661625862122, 0.20060588419437408]",dynasent_r1
"Servers were nice, polite and friendly.",positive,positive,True,positive,"[4.854721282754326e-06, 0.00019091977446805686, 0.9998041987419128]",dynasent_r1
"Tadpole is a sophisticated , funny and good-natured treat , slight but a pleasure .",positive,positive,True,positive,"[5.89166120334994e-07, 0.00021296863269526511, 0.9997864365577698]",sst_local
"Ok, granted, I didn't think to use it until now (2014), but the offer stated ""does not expire"", so we called and got reservations.",neutral,neutral,True,neutral,"[0.005182175897061825, 0.9729070663452148, 0.0219107773154974]",dynasent_r1
"Here, let me count the reasons.",neutral,neutral,True,neutral,"[0.00913744606077671, 0.985378623008728, 0.005483945365995169]",dynasent_r1
"Would not recommend many other great places of the same concept, just have to travel about 15 min west of the location of this place.",negative,negative,True,positive,"[0.38936862349510193, 0.0083388676866889, 0.6022924780845642]",dynasent_r1
I survived 30 years of Thai food in Vegas.,negative,neutral,False,neutral,"[0.0315675288438797, 0.8526399731636047, 0.11579246073961258]",dynasent_r2
I know I'm going to sound like a I have an axe to grind but let me tell you my story.,negative,neutral,False,neutral,"[0.03548905998468399, 0.9596772789955139, 0.004833694081753492]",dynasent_r1
Choose your reaction : A. -RRB- That sure is funny !,positive,positive,True,positive,"[0.011364216916263103, 0.26771193742752075, 0.7209238409996033]",sst_local
These guys shower up an hour late o my party and showed up away after pick up time.,negative,negative,True,negative,"[0.8383651375770569, 0.12631021440029144, 0.03532465919852257]",dynasent_r1
Sensitive though not quite revelatory documentary .,neutral,neutral,True,neutral,"[0.025382094085216522, 0.758703351020813, 0.2159145474433899]",sst_local
Four stars for being decent priced and friendly staff in a remodeled facility. We went to a restaurant.,positive,positive,True,positive,"[1.1075378552050097e-06, 6.752157059963793e-05, 0.9999314546585083]",dynasent_r2
"This place is getting so much very positive praise from everyone, but I found it more exciting to leave and go home than sit there.",negative,negative,True,negative,"[0.41122984886169434, 0.19974355399608612, 0.38902658224105835]",dynasent_r2
"Still,the service, and having desert and coffee on the Terrace afterwards, with a front row view of the fabulous fountain show more than made up for it.",positive,positive,True,positive,"[1.6662073676343425e-06, 0.00010740139987319708, 0.999890923500061]",dynasent_r1
The strip was way too noisy.,negative,negative,True,negative,"[0.9972954392433167, 0.0014877538196742535, 0.0012168101966381073]",dynasent_r2
I whole-heartedly recommend that everyone see this movie -- for its historical significance alone .,positive,positive,True,positive,"[0.0001358571753371507, 0.00014979562547523528, 0.9997143149375916]",sst_local
My friend and I joined LA Fitness because we travel and need access to gyms in other cities.,neutral,neutral,True,neutral,"[1.6156160199898295e-05, 0.9504899382591248, 0.0494939349591732]",dynasent_r1
"Rather, it has a firm cornmeal texture.",neutral,neutral,True,neutral,"[0.03572971746325493, 0.9598182439804077, 0.0044520520605146885]",dynasent_r1
One of the barbers came up to me and asked did I have and appointment?,neutral,neutral,True,neutral,"[0.0009266934357583523, 0.9902936220169067, 0.008779662661254406]",dynasent_r1
I never asked for my money back just a fair exchange.,neutral,neutral,True,neutral,"[0.24298407137393951, 0.7052067518234253, 0.0518091544508934]",dynasent_r1
This place seemed really legitimate so I went in with super high expectations that I wish had been met.,negative,negative,True,positive,"[0.13285842537879944, 0.18151040375232697, 0.6856312155723572]",dynasent_r2
I will come to Geo's Barbershop and only this shop.,positive,positive,True,positive,"[0.052428215742111206, 0.0037151977885514498, 0.9438566565513611]",dynasent_r1
"At its best , The Good Girl is a refreshingly adult take on adultery ...",positive,positive,True,positive,"[6.465370097430423e-05, 0.015666136518120766, 0.9842692613601685]",sst_local
"If you need a tooth pulled, come to Kultura: their sushi pizza is bound to pull out a few for you and then some.",negative,negative,True,positive,"[0.014537118375301361, 0.000820498913526535, 0.9846424460411072]",dynasent_r1
I decided to try this because I had a restaurant.com voucher.,neutral,neutral,True,neutral,"[2.4337905415450223e-05, 0.9766454696655273, 0.02333015762269497]",dynasent_r1
Obstacles are too easily overcome and there is n't much in the way of character development in the script .,negative,negative,True,negative,"[0.9809737801551819, 0.017906803637742996, 0.0011193176032975316]",sst_local
"Dinner reservations were at 7:00 p.m., we were greeted and seated at a table outside with a beautiful view.",positive,positive,True,positive,"[1.729246650938876e-05, 0.001180891296826303, 0.9988018274307251]",dynasent_r1
Loved the crostinni they provided with the dip though! It was really good.,positive,positive,True,positive,"[8.723332030058373e-06, 5.798467100248672e-05, 0.9999333620071411]",dynasent_r2
Diane Lane shines in Unfaithful .,positive,positive,True,positive,"[0.0024352234322577715, 0.04208989813923836, 0.9554749131202698]",sst_local
I’m supposed to be full off of that?,negative,negative,True,neutral,"[0.015229158103466034, 0.9739413857460022, 0.010829469189047813]",dynasent_r2
The tip we left could've bought two 2-liters bruh!,neutral,neutral,True,positive,"[0.012449054978787899, 0.31188467144966125, 0.675666332244873]",dynasent_r1
The only silly negative I can think of is that they had the tv show Doctors on in the waiting room and that show blows.,negative,negative,True,negative,"[0.9440381526947021, 0.020758645609021187, 0.03520311415195465]",dynasent_r1
"The place didn't have that hipster downtown vibe, bonus!",positive,positive,True,positive,"[6.376681540132267e-06, 0.00036717354669235647, 0.9996263980865479]",dynasent_r1
"For starters, the basket of chips/salsa arrives with your intro to the server.",neutral,neutral,True,neutral,"[7.934193854453042e-05, 0.9864193797111511, 0.013501320965588093]",dynasent_r1
Watching the film is like reading a Times Portrait of Grief that keeps shifting focus to the journalist who wrote it .,negative,negative,True,negative,"[0.5610345602035522, 0.29432016611099243, 0.14464525878429413]",sst_local
Baby back ribs were not cooked enough and had funny taste.,negative,negative,True,negative,"[0.9985654950141907, 0.0007756307604722679, 0.0006589149124920368]",dynasent_r1
I had low expectations for dessert - it was a cornbread cake (weird!),negative,negative,True,negative,"[0.9712537527084351, 0.020802542567253113, 0.007943741977214813]",dynasent_r1
Where did they take me you ask?,neutral,neutral,True,neutral,"[0.0002977045951411128, 0.9960422515869141, 0.0036600367166101933]",dynasent_r1
"I thought the restaurant I gave good review before this, was IT.",positive,neutral,False,neutral,"[0.33625057339668274, 0.3488539159297943, 0.31489548087120056]",dynasent_r1
Nothing more than a mediocre trifle .,negative,negative,True,negative,"[0.9900621175765991, 0.009301525540649891, 0.0006363875581882894]",sst_local
Talking about you help people in times of need.,neutral,neutral,True,neutral,"[0.0007734206737950444, 0.8605799674987793, 0.13864661753177643]",dynasent_r1
"... does such a fine job of engulfing you in its world and allying you with its characters ' choices , good and ill , that its shortcomings are remembered only as an afterthought .",neutral,positive,False,positive,"[0.00021891773212701082, 0.007847558706998825, 0.9919336438179016]",sst_local
"While waiting for dessert to arrive, our server brought us the bill!",negative,neutral,False,neutral,"[0.04982859268784523, 0.6247414946556091, 0.32542991638183594]",dynasent_r1
"To the film 's credit , the acting is fresh and unselfconscious , and Munch is a marvel of reality versus sappy sentiment .",positive,positive,True,positive,"[2.6095917746715713e-06, 0.004650231450796127, 0.9953472018241882]",sst_local
"My brother got a burger which he said was fine, it came with an egg on it and he found himself satisfied.",positive,positive,True,positive,"[0.00030965081532485783, 0.0001228547771461308, 0.999567449092865]",dynasent_r1
Go outside and to the right to find this place.,neutral,neutral,True,neutral,"[7.752411329420283e-05, 0.990110456943512, 0.009811965748667717]",dynasent_r1
We were too full to try dessert but the ones we saw being serve to our neighboring tables looked good.,positive,positive,True,positive,"[0.0008157523116096854, 0.0007252214127220213, 0.998458981513977]",dynasent_r1
"Not every animated film from Disney will become a classic , but forgive me if I 've come to expect more from this studio than some 79-minute after-school `` cartoon '' .",negative,negative,True,negative,"[0.8309835195541382, 0.14713266491889954, 0.021883878856897354]",sst_local
"Half the channels in spanish, not that I go to Vegas to watch TV but when I get up to see the weather for the day I would like to see it in HD.",negative,negative,True,negative,"[0.5716734528541565, 0.37187835574150085, 0.05644821748137474]",dynasent_r1
"It almost plays like Solaris , but with guns and jokes .",positive,neutral,False,neutral,"[0.009328935295343399, 0.8203637599945068, 0.17030732333660126]",sst_local
You can find them inside the Brown Bag Deli.,neutral,neutral,True,neutral,"[0.00019358581630513072, 0.9931681156158447, 0.006638311315327883]",dynasent_r1
"After spending the last week eating his leftovers, I've gone up 2 pants sizes, my vision has diminished and I can barely feel my feet.",negative,negative,True,negative,"[0.4600565731525421, 0.21185775101184845, 0.32808569073677063]",dynasent_r1
So I got up just as I did the first location and took my ass to McDonald's.,negative,neutral,False,neutral,"[0.05706273019313812, 0.9259195327758789, 0.01701776124536991]",dynasent_r1
I ordered delivery one Thursday night and waited an hour for delivery.,negative,negative,True,negative,"[0.939429759979248, 0.05691124498844147, 0.0036589873488992453]",dynasent_r1
Always crowded,negative,negative,True,negative,"[0.9981505274772644, 0.0013767495984211564, 0.00047279958380386233]",dynasent_r1
It's basically an olive oil crust with a caesar salad on top.,neutral,neutral,True,neutral,"[0.00030358589719980955, 0.9944004416465759, 0.005295935552567244]",dynasent_r1
Our server even tried to correct a party at another table who said that their order was wrong by bringing them the original ticket which actually showed that the party was right and the server had put in order wrong.,negative,negative,True,positive,"[0.12518708407878876, 0.13385261595249176, 0.7409602999687195]",dynasent_r1
"Hilarious , acidic Brit comedy .",positive,positive,True,positive,"[9.089433660847135e-06, 0.0009742156253196299, 0.9990167617797852]",sst_local
I'm paying almost what I paid last year at a different studio.,neutral,neutral,True,neutral,"[0.29309988021850586, 0.37708258628845215, 0.3298175632953644]",dynasent_r2
"Morton is , as usual , brilliant .",positive,positive,True,positive,"[4.343952184626687e-07, 0.00046960171312093735, 0.9995299577713013]",sst_local
"Truly, a class act one would generally expect from an establishment as well known as the Hilton corporation.",positive,positive,True,positive,"[0.0013577271020039916, 0.0017057679360732436, 0.996936559677124]",dynasent_r1
any place that is going to use Tito's in their sweet tea is very okay in my books.,positive,positive,True,positive,"[0.005662483163177967, 0.09787099063396454, 0.8964665532112122]",dynasent_r1
I was getting my tires done next door at discount tires when I realized my keys were locked in the car.,neutral,neutral,True,neutral,"[0.04957574978470802, 0.9484888315200806, 0.0019353608367964625]",dynasent_r1
I said I needed them for that night.,neutral,neutral,True,neutral,"[0.0019940556958317757, 0.9857854247093201, 0.012220554985105991]",dynasent_r1
The fries aren't that good though.,negative,negative,True,negative,"[0.9983600974082947, 0.0009609548142179847, 0.0006789368344470859]",dynasent_r1
"Numerous times I caught them huddled in the truck talking, going through our boxes and even pulling out my guitar to play on it and breaking the guitar bag in the process.",negative,negative,True,negative,"[0.691501796245575, 0.2953850328922272, 0.013113140128552914]",dynasent_r1
I will say that our driver was very kind and friendly.,positive,positive,True,positive,"[4.1529724512656685e-06, 8.8118264102377e-05, 0.9999077320098877]",dynasent_r1
I haven't been there in a while but it is being built.,neutral,neutral,True,neutral,"[0.0008247882942669094, 0.9964799284934998, 0.002695252886041999]",dynasent_r2
This one does .,neutral,neutral,True,neutral,"[0.0006881073932163417, 0.9800103306770325, 0.01930154114961624]",sst_local
I'll take less pics then.,neutral,neutral,True,neutral,"[0.007637265138328075, 0.9897801876068115, 0.002582536544650793]",dynasent_r2
Music is not deafening.,positive,neutral,False,positive,"[0.007251104339957237, 0.021420782431960106, 0.97132807970047]",dynasent_r1
"Beers , who , when she 's given the right lines , can charm the paint off the wall ... -LRB- but -RRB- the script goes wrong at several key junctures .",neutral,negative,False,negative,"[0.9490333199501038, 0.043646667152643204, 0.0073199281468987465]",sst_local
Imagine the James Woods character from Videodrome making a home movie of Audrey Rose and showing it to the kid from The Sixth Sense and you 've imagined The Ring .,negative,neutral,False,neutral,"[0.12670454382896423, 0.8649508357048035, 0.008344599977135658]",sst_local
"The  soda machine was down and she offered to go to the bar, twice and she checked on us to ensure everything was good.",positive,positive,True,positive,"[0.0033406857401132584, 0.003598919603973627, 0.9930603504180908]",dynasent_r1
I'm leaving that office a 5 star review!,positive,positive,True,positive,"[0.004713643342256546, 0.0003935291606467217, 0.9948928356170654]",dynasent_r1
Second visit (to use my gift card).,neutral,neutral,True,neutral,"[0.0029145758599042892, 0.740189790725708, 0.25689563155174255]",dynasent_r1
Driving here wasn't bad; it's not too deep in china town that traffic will be horrendous.,positive,neutral,False,positive,"[0.009908667765557766, 0.004520455375313759, 0.9855709075927734]",dynasent_r1
"We tried going here before lunch at Tropical Smoothie Cafe on sunday, but it was closed.",neutral,neutral,True,neutral,"[0.403579443693161, 0.5916749835014343, 0.004745625890791416]",dynasent_r1
Demands too much of most viewers .,negative,negative,True,negative,"[0.9434363842010498, 0.04298868030309677, 0.013574927113950253]",sst_local
Feels like six different movies fighting each other for attention .,negative,negative,True,negative,"[0.9710367918014526, 0.016259649768471718, 0.012703645043075085]",sst_local
"The chic there was very NOT helpful, had zero personality and said like two words to us.",negative,negative,True,negative,"[0.9988895058631897, 0.000707934726960957, 0.0004026430251542479]",dynasent_r1
That's what I thought too.,neutral,neutral,True,neutral,"[0.0002816501073539257, 0.9959985017776489, 0.003719824366271496]",dynasent_r1
"It looked like a good place for lunch, pretty quiet for dinner.",positive,neutral,False,positive,"[0.0001993161567952484, 0.06506578624248505, 0.9347348809242249]",dynasent_r1
"Only complaints are the boneless wings are a bit small and if you call in your order you will be lucky if the answer the phone if it's not already busy, and don't let them put you on hold they will leave you there forever.",negative,negative,True,negative,"[0.999001681804657, 0.0004743334138765931, 0.0005240417667664587]",dynasent_r1
"Just because it really happened to you , honey , does n't mean that it 's interesting to anyone else .",negative,neutral,False,neutral,"[0.4540858864784241, 0.5403954386711121, 0.0055186571553349495]",sst_local
Treated me like a king when I looked like a bum cause I just got off of work.,positive,positive,True,positive,"[0.309569388628006, 0.005701927468180656, 0.6847286820411682]",dynasent_r1
"Again this is due to my daughter becoming vegan , and we are here without her!!!",neutral,negative,False,negative,"[0.9573609232902527, 0.04018021002411842, 0.002458822214975953]",dynasent_r1
Aspires for the piquant but only really achieves a sort of ridiculous sourness .,negative,negative,True,negative,"[0.9092954397201538, 0.08549956232309341, 0.005204939283430576]",sst_local
"-LRB- Hawn 's character -RRB- is so bluntly written , without a trace of sentimentality , and so blisteringly defined , that every other character seems overlooked and underwritten .",neutral,neutral,True,neutral,"[0.4356262683868408, 0.48000335693359375, 0.08437035232782364]",sst_local
"This is a film well worth seeing , talking and singing heads and all .",positive,positive,True,positive,"[0.0016923733055591583, 0.0083824023604393, 0.9899252653121948]",sst_local
The movie succumbs to being nothing more than a formulaic chase in the dark .,negative,negative,True,negative,"[0.9773979783058167, 0.0216294527053833, 0.0009725420386530459]",sst_local
"Together , Tok and O orchestrate a buoyant , darkly funny dance of death .",positive,positive,True,positive,"[0.00023672492534387857, 0.012465876527130604, 0.9872974157333374]",sst_local
"It feels like a community theater production of a great Broadway play : Even at its best , it will never hold a candle to the original .",negative,neutral,False,neutral,"[0.2968091070652008, 0.3747483193874359, 0.3284425139427185]",sst_local
I would add a photo but I ate everything too quickly.,positive,positive,True,positive,"[7.700767309870571e-05, 0.09393425285816193, 0.9059887528419495]",dynasent_r1
"Offers an unusual opportunity to observe the inequities in the death penalty , not just the inherent immorality but also the haphazard administration of it and public misperception of how the whole thing works .",neutral,neutral,True,neutral,"[0.32408949732780457, 0.5895135402679443, 0.08639698475599289]",sst_local
High Crimes miscasts nearly every leading character .,negative,negative,True,negative,"[0.9869828224182129, 0.010903128422796726, 0.0021140752360224724]",sst_local
A deviant topical comedy which is funny from start to finish .,positive,positive,True,positive,"[1.881722710095346e-06, 0.0015017976984381676, 0.9984962940216064]",sst_local
He then picks up our tray with food still in it!,negative,neutral,False,neutral,"[0.36319807171821594, 0.6220589876174927, 0.014742928557097912]",dynasent_r1
Big Fat Liar is just futile silliness looking to tap into the kiddie sensibilities .,negative,negative,True,negative,"[0.979689359664917, 0.018464036285877228, 0.0018464855384081602]",sst_local
The first time I went here they did a nice job.,positive,positive,True,positive,"[1.0297428616468096e-06, 3.8915146433282644e-05, 0.9999600648880005]",dynasent_r1
I understand being busy...good job,positive,positive,True,positive,"[0.002238862682133913, 0.020217135548591614, 0.9775441288948059]",dynasent_r2
We stopped at 3:10 on Friday and sat outside at the long  detatched high top east of the bar.,neutral,neutral,True,neutral,"[0.000579466053750366, 0.9849373698234558, 0.01448317151516676]",dynasent_r1
"It 's a deeply serious movie that cares passionately about its subject , but too often becomes ponderous in its teaching of history , or lost in the intricate connections and multiple timelines of its story .",neutral,neutral,True,neutral,"[0.06049729511141777, 0.6485506296157837, 0.29095208644866943]",sst_local
"This traces back to the days of the steel workers, who had no easy way of eating/packing the coleslaw and fries, so what easier way to consume it than to stuff it into the sandwich.",neutral,neutral,True,neutral,"[0.09237171709537506, 0.9013022780418396, 0.0063260141760110855]",dynasent_r1
"I was shocked when they brought the dish out, as it was something different.",neutral,neutral,True,neutral,"[0.03903054818511009, 0.8633680939674377, 0.09760130941867828]",dynasent_r2
"When I finally take time out for a mani/pedi, I expect to relax, not be tortured or made to feel like an obtrusion!",negative,negative,True,negative,"[0.9918253421783447, 0.004578507971018553, 0.003596136113628745]",dynasent_r1
We were told that our table would be ready after a 50 minute wait and it was ready after a 50 minute rate.,neutral,neutral,True,positive,"[0.2984992265701294, 0.32875412702560425, 0.37274667620658875]",dynasent_r2
the bathrooms are huuuge!,positive,positive,True,positive,"[0.0002109686320181936, 0.002439349889755249, 0.997349739074707]",dynasent_r1
3-course prix fixe menu sounded great.,positive,positive,True,positive,"[5.414647716861509e-07, 6.072707037674263e-05, 0.9999387264251709]",dynasent_r1
"My dog has always been given a bowl of water, on top of that Iv yet to have had bad service.",positive,neutral,False,negative,"[0.598048746585846, 0.014238141477108002, 0.38771307468414307]",dynasent_r1
"Hey , at least the title of this film lets you know exactly where it 's heading .",neutral,neutral,True,neutral,"[0.14740416407585144, 0.5383525490760803, 0.3142433166503906]",sst_local
"We waited about an hour, and with all the hype we thought it would be worth the wait.",negative,neutral,False,neutral,"[0.16807948052883148, 0.518744170665741, 0.31317636370658875]",dynasent_r1
"It came with hard boiled eggs and some vegetables covered in a sauce that looked like Ponzu sauce, but was not actually Ponzu sauce, but whatever it was.",neutral,neutral,True,neutral,"[0.05841333791613579, 0.933293879032135, 0.00829277653247118]",dynasent_r1
"Even tho I am standing right there, she just looks at me and nods yes instead of asking me.",negative,negative,True,negative,"[0.9168870449066162, 0.04534279927611351, 0.0377700999379158]",dynasent_r1
It's a pretty busy place so finding a place to sit down might be difficult.,negative,negative,True,negative,"[0.9811083674430847, 0.016614150255918503, 0.0022775332909077406]",dynasent_r1
"The gnocchi my son had ordered, the hole table couldn't keep there paws off of it!!",positive,positive,True,positive,"[0.3977842330932617, 0.12358150631189346, 0.478634238243103]",dynasent_r1
Grab some tacos here on your way home when your hubby is hungry and you're too lazy to cook.,positive,positive,True,positive,"[0.007260511163622141, 0.10065299272537231, 0.8920865058898926]",dynasent_r2
Just how extreme are these ops ?,neutral,neutral,True,neutral,"[0.1904214322566986, 0.8059253096580505, 0.0036533165257424116]",sst_local
Is office work really as alienating as ` Bartleby ' so effectively makes it ?,neutral,negative,False,negative,"[0.6790435910224915, 0.28556787967681885, 0.035388458520174026]",sst_local
"They have better service, staff, and they've never made mistakes when serving meals--even when they're overwhelmed and packed with customers!",positive,positive,True,positive,"[0.03551533818244934, 0.0018445182358846068, 0.9626401662826538]",dynasent_r1
"It's rare to find a restaurant that can perfectly poach your eggs - but alas look no further - the yolks popped upon puncture, whites fully cooked.",positive,positive,True,positive,"[0.003678212407976389, 0.0005189480143599212, 0.9958028197288513]",dynasent_r1
The restaurant was super dirty and no one pick up the plates from our table so we can have more space for the upcoming food(see my photo(. terrible experience,negative,negative,True,negative,"[0.998999297618866, 0.0004927469999529421, 0.0005079041002318263]",dynasent_r2
"A 93-minute condensation of a 26-episode TV series , with all of the pitfalls of such you 'd expect .",negative,negative,True,negative,"[0.9611039757728577, 0.03199523687362671, 0.006900711916387081]",sst_local
On a positive note the fries weren't bad.,positive,neutral,False,positive,"[2.2857606381876394e-05, 0.0001179753162432462, 0.999859094619751]",dynasent_r1
But it's Sunday Dim Sum and you're in the restaurant business for how long now...this shouldn't be a complete surprise.,negative,neutral,False,neutral,"[0.37661421298980713, 0.5607903599739075, 0.0625954121351242]",dynasent_r1
"A film made with as little wit , interest , and professionalism as artistically possible for a slummy Hollywood caper flick .",negative,negative,True,negative,"[0.7717030644416809, 0.20719529688358307, 0.02110166847705841]",sst_local
"A boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater .",negative,negative,True,negative,"[0.9927446842193604, 0.005278307944536209, 0.0019770225044339895]",sst_local
"I've cancelled appointments on them, last minute, and they always just reschedule.",positive,negative,False,negative,"[0.681882917881012, 0.24311301112174988, 0.07500404864549637]",dynasent_r1
"Home Alone goes Hollywood , a funny premise until the kids start pulling off stunts not even Steven Spielberg would know how to do .",negative,neutral,False,neutral,"[0.3726409673690796, 0.46512946486473083, 0.1622294932603836]",sst_local
Anthony Hopkins ?,neutral,neutral,True,neutral,"[0.001953874947503209, 0.9948112964630127, 0.0032348332460969687]",sst_local
Big boo on that...I needed those extra 30 minutes! It sucked.,negative,negative,True,negative,"[0.9980818033218384, 0.0009102165931835771, 0.0010080559877678752]",dynasent_r2
"A gimmick in search of a movie : how to get Carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned .",negative,negative,True,negative,"[0.9159026145935059, 0.06596124172210693, 0.018136167898774147]",sst_local
So what did they do?,neutral,neutral,True,neutral,"[0.0021707220003008842, 0.9955617189407349, 0.002267516450956464]",dynasent_r1
fluffy and flaky and they melt on your mouth.,positive,positive,True,positive,"[1.0472086842128192e-06, 0.00031718166428618133, 0.9996817111968994]",dynasent_r1
It would n't be my preferred way of spending 100 minutes or $ 7.00 .,negative,negative,True,negative,"[0.9954267740249634, 0.00413923617452383, 0.0004339911974966526]",sst_local
I have never been offered with unnecessary work.,positive,positive,True,positive,"[0.23909036815166473, 0.16592779755592346, 0.5949817895889282]",dynasent_r1
"It 's best to avoid imprisonment with the dull , nerdy folks that inhabit Cherish .",negative,negative,True,negative,"[0.9227734804153442, 0.0735180452466011, 0.0037084282375872135]",sst_local
"Yelp gives this place one star, but if I could change it, I would rate them ten stars.",positive,positive,True,positive,"[0.22576847672462463, 0.0028995845932513475, 0.7713319659233093]",dynasent_r2
Well if you're looking for speedy service then this is the place for you!,positive,positive,True,positive,"[0.012338950298726559, 0.0036705515813082457, 0.9839904308319092]",dynasent_r1
Needed something sweet to wipe that garlicky goodness from my palate.,positive,neutral,False,neutral,"[0.031072057783603668, 0.7731769680976868, 0.19575095176696777]",dynasent_r1
Just got lunch special - general tsao's.,neutral,neutral,True,neutral,"[0.0005291110719554126, 0.9818909764289856, 0.0175799410790205]",dynasent_r1
*BURP*,neutral,neutral,True,neutral,"[0.0033194893039762974, 0.9934996366500854, 0.003180902684107423]",dynasent_r1
"another great ` what you do n't see ' is much more terrifying than what you do see thriller , coupled with some arresting effects , incandescent tones and stupendous performances",positive,positive,True,positive,"[0.0002859200176317245, 0.007792979944497347, 0.991921067237854]",sst_local
There have been many times for drinks and snacks.,neutral,neutral,True,neutral,"[0.00030636164592579007, 0.9201242327690125, 0.07956943660974503]",dynasent_r2
"On the way out, you pay it all at once.",neutral,neutral,True,neutral,"[0.006832018028944731, 0.9821308255195618, 0.011037160642445087]",dynasent_r1
"Works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren .",positive,positive,True,positive,"[9.360678086522967e-05, 0.0025594355538487434, 0.9973469972610474]",sst_local
Pray 's film works well and will appeal even to those who are n't too familiar with turntablism .,positive,positive,True,positive,"[0.002456608461216092, 0.01983453892171383, 0.9777088761329651]",sst_local
"The waitress knew that the food was so notoriously memorable,  she brought out with barf bags in case we found ourselves needing them as a result of eating the meal.",negative,negative,True,positive,"[0.11077722907066345, 0.007835276424884796, 0.8813875913619995]",dynasent_r2
"Sunshine State lacks the kind of dynamic that Limbo offers , and in some ways is a rather indulgent piece .",negative,negative,True,negative,"[0.8055753707885742, 0.18255573511123657, 0.01186889037489891]",sst_local
New Best Friend should n't have gone straight to video ; it should have gone straight to a Mystery Science Theater 3000 video .,negative,negative,True,negative,"[0.7746663093566895, 0.16402359306812286, 0.06131009757518768]",sst_local
"Paid nothing as advertised and received 2 drink coupons which was a nice, non-advertised bonus.",positive,positive,True,positive,"[0.01098344661295414, 0.0008927418384701014, 0.9881238341331482]",dynasent_r1
Enjoy it for what it is ; you can hate yourself later .,neutral,negative,False,positive,"[0.41069331765174866, 0.022935952991247177, 0.5663707852363586]",sst_local
The only issue here is that they use a Wheat batter for pancakes and waffles.,negative,negative,True,negative,"[0.8865639567375183, 0.09754589200019836, 0.015890145674347878]",dynasent_r1
The front desk people were pleasant and they did push EWC's products but not to the point where I was uncomfortable and put-off.,positive,positive,True,positive,"[0.00040677125798538327, 0.0005025484715588391, 0.9990906715393066]",dynasent_r1
Then there's the joy of being nickled and dimed for everything.,negative,negative,True,positive,"[0.21173535287380219, 0.3271614909172058, 0.4611031413078308]",dynasent_r1
I have been to this place few times.,neutral,neutral,True,neutral,"[0.00016698995023034513, 0.9633626937866211, 0.03647025674581528]",dynasent_r1
"The 3D images only enhance the film 's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .",positive,neutral,False,neutral,"[0.10795258730649948, 0.728588342666626, 0.16345903277397156]",sst_local
Its characters are thinner than cardboard -- or even comic-book paper .,negative,negative,True,negative,"[0.9873648285865784, 0.011359795928001404, 0.0012753813061863184]",sst_local
The hotel front desk recommended the worst restaurant.,negative,negative,True,negative,"[0.9968596696853638, 0.0018032918451353908, 0.00133699260186404]",dynasent_r2
No other sushi place in town does that to pick up your own food.,neutral,negative,False,positive,"[0.01842111349105835, 0.010481574572622776, 0.9710972309112549]",dynasent_r1
"The reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then , out of embarrassment or stupidity , not warning anyone .",negative,neutral,False,neutral,"[0.4329789876937866, 0.4696623980998993, 0.09735856205224991]",sst_local
Who does that?,neutral,negative,False,negative,"[0.7980020046234131, 0.19916892051696777, 0.002829074626788497]",dynasent_r1
Finally  20!minuets later seated!,negative,negative,True,negative,"[0.9397274851799011, 0.03536117821931839, 0.024911392480134964]",dynasent_r1
"The smug , oily demeanor that Donovan adopts throughout the stupidly named Pipe Dream is just repulsive .",negative,negative,True,negative,"[0.9906616806983948, 0.006812533363699913, 0.002525855554267764]",sst_local
Obvious politics and rudimentary animation reduce the chances that the appeal of Hey Arnold !,negative,negative,True,negative,"[0.9872064590454102, 0.009860053658485413, 0.0029335664585232735]",sst_local
This is a review specifically of Sketchers.,neutral,neutral,True,neutral,"[0.0004560715169645846, 0.9981008172035217, 0.0014431137824431062]",dynasent_r1
When I had a tree fall on my car I was in between work contracts and insurance wouldn't cover all of the damages.,negative,negative,True,neutral,"[0.2663397192955017, 0.7320035099983215, 0.0016567688435316086]",dynasent_r1
"With such high ratings, I was excited to go.",positive,positive,True,positive,"[0.0012585895601660013, 0.119558185338974, 0.8791832327842712]",dynasent_r1
100% vegan.,neutral,neutral,True,neutral,"[6.564944487763569e-05, 0.9197283983230591, 0.08020597696304321]",dynasent_r1
"We ordered lunch for an office of 8, using the delivery service.",positive,neutral,False,neutral,"[0.0005379626527428627, 0.9856449365615845, 0.013817164115607738]",dynasent_r1
In a word -- yes .,neutral,neutral,True,neutral,"[0.0003819452249445021, 0.647473156452179, 0.35214483737945557]",sst_local
"Lucas , take notes .",neutral,neutral,True,neutral,"[0.034485191106796265, 0.9265591502189636, 0.0389556810259819]",sst_local
