round,legacy_id,id,name,model,gpt,electra,description,merged_f1,merged_accuracy,dyn1_f1,dyn1_accuracy,dyn2_f1,dyn2_accuracy,sst_f1,sst_accuracy,ft_cost,cost_per_f1,tokens,rate,gpt_ft_cost,electra_ft_cost,merged_f1_mean,merged_accuracy_mean,dyn1_f1_mean,dyn1_accuracy_mean,dyn2_f1_mean,dyn2_accuracy_mean,sst_f1_mean,sst_accuracy_mean,merged_f1_std,merged_accuracy_std,dyn1_f1_std,dyn1_accuracy_std,dyn2_f1_std,dyn2_accuracy_std,sst_f1_std,sst_accuracy_std
2,E27-G4OMFT-ELFT-FT5,E18,"E18: Fine-tune w/prompt, label (5 epochs)",GPT-4o-mini FT + ELFT,gpt-4o-mini FT-L 5,ELECTRA Large FT,"Fine-tune w/prompt, label (5 epochs)",84.79,85.15,87.63,87.5,84.94,85.0,75.59,81.36,$251.17,$2.9622,"65,968,785",3.0,$197.91,$53.26,84.83000000000001,85.2,87.75,87.625,84.37,84.445,75.58500000000001,81.495,0.05656854249492762,0.07071067811865074,0.16970562748477783,0.1767766952966369,0.8061017305526595,0.7848885271170724,0.0070710678118640685,0.19091883092037004
2,E7-G4O-ELFT,E19,"E19: Prompt, Label",GPT-4o + ELFT,gpt-4o,ELECTRA Large FT,"Prompt, Label",83.2,83.69,85.71,85.56,82.13,82.36,73.52,81.09,$53.26,$0.6401,0,25.0,$0.00,$53.26,83.19,83.685,85.71,85.56,82.055,82.28999999999999,73.47999999999999,81.09,0.014142135623733162,0.007071067811859044,0.0,0.0,0.10606601717797108,0.09899494936612208,0.05656854249492762,0.0
2,E20-G4O-ELFT-EX,E20,"E20: Prompt, Label, Examples (Few shot)",GPT-4o + ELFT,gpt-4o,ELECTRA Large FT,"Prompt, Label, Examples (Few shot)",83.48,84.0,86.21,86.06,81.43,81.67,73.85,81.4,$53.26,$0.6380,0,25.0,$0.00,$53.26,83.285,83.83,86.11,85.96000000000001,81.48,81.74000000000001,72.955,81.04,0.27577164466275894,0.24041630560342858,0.14142135623730148,0.14142135623730648,0.07071067811865074,0.09899494936612208,1.2657211383239144,0.5091168824543134
2,E21-G4O-ELFT-BEX,E21,"E21: Prompt, Label, Balanced Ex. (Few shot)",GPT-4o + ELFT,gpt-4o,ELECTRA Large FT,"Prompt, Label, Balanced Ex. (Few shot)",83.38,83.89,86.14,85.97,81.18,81.39,73.61,81.31,$53.26,$0.6388,0,25.0,$0.00,$53.26,83.185,83.72,86.005,85.83,81.035,81.25,72.88,81.08500000000001,0.2757716446627489,0.24041630560342858,0.19091883092037004,0.1979898987322341,0.20506096654410824,0.1979898987322341,1.03237590053236,0.31819805153394337
2,E22-G4O-ELFT-PR,E22,"E22: Prompt, Probs",GPT-4o + ELFT,gpt-4o,ELECTRA Large FT,"Prompt, Probs",83.32,83.87,86.68,86.58,79.16,79.44,72.63,80.9,$53.26,$0.6392,0,25.0,$0.00,$53.26,82.985,83.56,86.36500000000001,86.275,78.41499999999999,78.68,71.895,80.72,0.473761543394978,0.4384062043356627,0.44547727214752675,0.4313351365237886,1.0535891039679572,1.0748023074035444,1.039446968344224,0.25455844122716176
2,E23-G4O-ELFT-PR2,E23,"E23: Prompt, Label, Probs",GPT-4o + ELFT,gpt-4o,ELECTRA Large FT,"Prompt, Label, Probs",83.54,84.1,86.93,86.81,79.69,80.0,72.85,81.04,$53.26,$0.6375,0,25.0,$0.00,$53.26,83.31,83.905,86.685,86.57,79.46000000000001,79.78999999999999,72.16499999999999,80.905,0.3252691193458175,0.2757716446627489,0.3464823227814147,0.33941125496955066,0.32526911934580244,0.2969848480983562,0.9687362902255683,0.19091883092037507
2,E24-G4O-ELFT-EX-PR2,E24,"E24: Prompt, Label, Probs, Examples",GPT-4o + ELFT,gpt-4o,ELECTRA Large FT,"Prompt, Label, Probs, Examples",83.34,83.89,86.73,86.61,79.18,79.44,72.68,80.9,$53.26,$0.6391,0,25.0,$0.00,$53.26,83.03999999999999,83.62,86.525,86.41499999999999,78.47,78.75,71.83000000000001,80.655,0.42426406871193956,0.3818376618407351,0.28991378028648707,0.27577164466275894,1.0040916292849036,0.9758073580374323,1.2020815280171278,0.3464823227814147
2,E8-G4OFT,E25,E25: Fine-tune w/prompt,GPT-4o,gpt-4o FT,,Fine-tune w/prompt,86.74,87.32,90.48,90.42,87.94,88.06,73.09,82.04,$276.24,$3.1847,"11,049,720",25.0,$276.24,$0.00,86.785,87.375,90.46000000000001,90.39,88.14,88.265,73.08500000000001,82.17500000000001,0.06363961030679169,0.07778174593052987,0.028284271247461298,0.04242640687119446,0.28284271247462306,0.28991378028648207,0.0070710678118640685,0.19091883092037004
2,E12-G4OFT-M,E26,E26: Minimal fine-tune,GPT-4o,gpt-4o FT-M,,Minimal fine-tune,86.99,87.57,90.57,90.5,89.0,89.17,73.99,82.26,$138.37,$1.5907,"5,534,849",25.0,$138.37,$0.00,86.99,87.57,90.57,90.5,89.0,89.17,73.99,82.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,E9-G4OFT-ELFT-P,E27,E27: Fine-tune w/prompt,GPT-4o FT + ELFT,gpt-4o FT,ELECTRA Large FT,Fine-tune w/prompt,84.24,84.84,87.99,87.89,80.52,80.83,72.81,81.18,$329.50,$3.9115,"11,049,720",25.0,$276.24,$53.26,84.03,84.655,87.895,87.805,80.005,80.345,71.995,80.93,0.29698484809834613,0.26162950903902576,0.13435028842544242,0.12020815280170925,0.7283199846221448,0.6858935777509503,1.1525840533340692,0.3535533905932738
2,E10-G4OFT-ELFT-FT,E28,"E28: Fine-tune w/prompt, label",GPT-4o FT + ELFT,gpt-4o FT-L,ELECTRA Large FT,"Fine-tune w/prompt, label",84.5,85.04,87.87,87.75,82.01,82.22,73.56,81.54,$383.10,$4.5338,"13,193,757",25.0,$329.84,$53.26,84.36500000000001,84.93,87.805,87.695,81.28,81.525,73.095,81.54,0.19091883092036,0.15556349186104468,0.09192388155425299,0.07778174593052485,1.032375900532365,0.9828784258492964,0.657609306503494,0.0
