review,classification,prediction,match,classifier_decision,probabilities,source
"I've cancelled appointments on them, last minute, and they always just reschedule.",positive,neutral,False,positive,"[0.024739760905504227, 0.024899045005440712, 0.9503611922264099]",dynasent_r1
"Home Alone goes Hollywood , a funny premise until the kids start pulling off stunts not even Steven Spielberg would know how to do .",negative,negative,True,negative,"[0.5788946747779846, 0.30317506194114685, 0.11793030053377151]",sst_local
Anthony Hopkins ?,neutral,neutral,True,neutral,"[0.005035345908254385, 0.9698930382728577, 0.025071635842323303]",sst_local
Big boo on that...I needed those extra 30 minutes! It sucked.,negative,negative,True,negative,"[0.9990882873535156, 7.509275019401684e-05, 0.000836724997498095]",dynasent_r2
"A gimmick in search of a movie : how to get Carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned .",negative,negative,True,negative,"[0.8200032711029053, 0.17666344344615936, 0.0033331976737827063]",sst_local
So what did they do?,neutral,neutral,True,neutral,"[0.0030222784262150526, 0.9878324270248413, 0.009145301766693592]",dynasent_r1
fluffy and flaky and they melt on your mouth.,positive,positive,True,positive,"[7.755945262033492e-05, 0.0002224646304966882, 0.9996999502182007]",dynasent_r1
It would n't be my preferred way of spending 100 minutes or $ 7.00 .,negative,negative,True,negative,"[0.996766209602356, 0.0025714635848999023, 0.0006622878718189895]",sst_local
I have never been offered with unnecessary work.,positive,positive,True,positive,"[0.1185811311006546, 0.2091580480337143, 0.6722608208656311]",dynasent_r1
"It 's best to avoid imprisonment with the dull , nerdy folks that inhabit Cherish .",negative,negative,True,negative,"[0.9939489364624023, 0.004044296219944954, 0.002006691647693515]",sst_local
"Yelp gives this place one star, but if I could change it, I would rate them ten stars.",positive,positive,True,positive,"[0.0038067777641117573, 0.00016182020772248507, 0.9960313439369202]",dynasent_r2
Well if you're looking for speedy service then this is the place for you!,positive,positive,True,positive,"[0.0008453341433778405, 7.467129034921527e-05, 0.9990799427032471]",dynasent_r1
Needed something sweet to wipe that garlicky goodness from my palate.,positive,positive,True,positive,"[0.011234469711780548, 0.1214555874466896, 0.8673099279403687]",dynasent_r1
Just got lunch special - general tsao's.,neutral,neutral,True,neutral,"[0.0009327243315055966, 0.9534988403320312, 0.04556841403245926]",dynasent_r1
*BURP*,neutral,neutral,True,neutral,"[0.09803838282823563, 0.8385183215141296, 0.06344328075647354]",dynasent_r1
"another great ` what you do n't see ' is much more terrifying than what you do see thriller , coupled with some arresting effects , incandescent tones and stupendous performances",positive,positive,True,positive,"[0.0003153553407173604, 0.0005531808128580451, 0.9991315007209778]",sst_local
There have been many times for drinks and snacks.,neutral,neutral,True,neutral,"[0.01425216719508171, 0.9153760075569153, 0.07037182152271271]",dynasent_r2
"On the way out, you pay it all at once.",neutral,neutral,True,neutral,"[0.00148186762817204, 0.9798476696014404, 0.018670517951250076]",dynasent_r1
"Works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren .",positive,positive,True,positive,"[0.001539110206067562, 0.014110865071415901, 0.9843500852584839]",sst_local
Pray 's film works well and will appeal even to those who are n't too familiar with turntablism .,positive,positive,True,positive,"[9.070213127415627e-05, 0.0023169356863945723, 0.9975922703742981]",sst_local
"The waitress knew that the food was so notoriously memorable,  she brought out with barf bags in case we found ourselves needing them as a result of eating the meal.",negative,negative,True,positive,"[0.29527369141578674, 0.10053497552871704, 0.6041913628578186]",dynasent_r2
"Sunshine State lacks the kind of dynamic that Limbo offers , and in some ways is a rather indulgent piece .",negative,negative,True,negative,"[0.6732880473136902, 0.3213779926300049, 0.0053340173326432705]",sst_local
New Best Friend should n't have gone straight to video ; it should have gone straight to a Mystery Science Theater 3000 video .,negative,negative,True,negative,"[0.8688942193984985, 0.10475221276283264, 0.026353640481829643]",sst_local
"Paid nothing as advertised and received 2 drink coupons which was a nice, non-advertised bonus.",positive,positive,True,positive,"[0.0015084900660440326, 0.00013643057900480926, 0.9983550906181335]",dynasent_r1
Enjoy it for what it is ; you can hate yourself later .,neutral,positive,False,positive,"[0.14226838946342468, 0.139690101146698, 0.7180414795875549]",sst_local
The only issue here is that they use a Wheat batter for pancakes and waffles.,negative,negative,True,negative,"[0.9905793070793152, 0.005088742356747389, 0.004332025069743395]",dynasent_r1
The front desk people were pleasant and they did push EWC's products but not to the point where I was uncomfortable and put-off.,positive,positive,True,positive,"[0.0013595162890851498, 0.0001793297124095261, 0.998461127281189]",dynasent_r1
Then there's the joy of being nickled and dimed for everything.,negative,negative,True,negative,"[0.9865710139274597, 0.00393337570130825, 0.00949561595916748]",dynasent_r1
I have been to this place few times.,neutral,neutral,True,neutral,"[0.0006719434168189764, 0.9561528563499451, 0.04317522048950195]",dynasent_r1
"The 3D images only enhance the film 's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .",positive,positive,True,positive,"[0.029955536127090454, 0.33427557349205017, 0.6357688903808594]",sst_local
Its characters are thinner than cardboard -- or even comic-book paper .,negative,negative,True,negative,"[0.9832977056503296, 0.015975099056959152, 0.0007271764916367829]",sst_local
The hotel front desk recommended the worst restaurant.,negative,negative,True,negative,"[0.9959917664527893, 0.0012092478573322296, 0.002798983594402671]",dynasent_r2
No other sushi place in town does that to pick up your own food.,neutral,positive,False,positive,"[0.02673867903649807, 0.29315733909606934, 0.6801040172576904]",dynasent_r1
"The reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then , out of embarrassment or stupidity , not warning anyone .",negative,negative,True,negative,"[0.6778053045272827, 0.3110959529876709, 0.011098681949079037]",sst_local
Who does that?,neutral,negative,False,negative,"[0.7526676058769226, 0.24336133897304535, 0.0039710900746285915]",dynasent_r1
Finally  20!minuets later seated!,negative,negative,True,negative,"[0.9639641642570496, 0.013390516862273216, 0.022645339369773865]",dynasent_r1
"The smug , oily demeanor that Donovan adopts throughout the stupidly named Pipe Dream is just repulsive .",negative,negative,True,negative,"[0.9963856935501099, 0.0025014407001435757, 0.0011128514306619763]",sst_local
Obvious politics and rudimentary animation reduce the chances that the appeal of Hey Arnold !,negative,negative,True,negative,"[0.9842368960380554, 0.015125303529202938, 0.0006378508405759931]",sst_local
This is a review specifically of Sketchers.,neutral,neutral,True,neutral,"[0.0007780215237289667, 0.9857843518257141, 0.013437578454613686]",dynasent_r1
When I had a tree fall on my car I was in between work contracts and insurance wouldn't cover all of the damages.,negative,negative,True,negative,"[0.7468350529670715, 0.2496819794178009, 0.0034829932264983654]",dynasent_r1
"With such high ratings, I was excited to go.",positive,positive,True,positive,"[0.0004211514024063945, 0.06131013482809067, 0.938268780708313]",dynasent_r1
100% vegan.,neutral,neutral,True,neutral,"[0.0032979799434542656, 0.8382532596588135, 0.158448725938797]",dynasent_r1
"We ordered lunch for an office of 8, using the delivery service.",positive,neutral,False,neutral,"[0.0003537982702255249, 0.977445662021637, 0.02220049500465393]",dynasent_r1
In a word -- yes .,neutral,neutral,True,neutral,"[0.001334489556029439, 0.534125566482544, 0.46453988552093506]",sst_local
"Lucas , take notes .",neutral,neutral,True,neutral,"[0.07081373780965805, 0.9170164465904236, 0.012169819325208664]",sst_local
Which was good because they got rid of the combos anyways.,positive,neutral,False,neutral,"[0.05841333419084549, 0.6299997568130493, 0.3115869164466858]",dynasent_r1
Hugh Grant and Sandra Bullock are two such likeable actors .,positive,positive,True,positive,"[0.0002820139634422958, 0.006262012757360935, 0.9934559464454651]",sst_local
Decided to give this place a try due to all of the positive reviews.,positive,positive,True,positive,"[0.0005423909751698375, 0.42664626240730286, 0.5728113651275635]",dynasent_r1
His name is Ryan Rebelsky.,neutral,neutral,True,neutral,"[0.0008833485771901906, 0.9754451513290405, 0.023671505972743034]",dynasent_r1
Cause if you miss one piece of paperwork you gotta go back!,negative,negative,True,negative,"[0.8069658875465393, 0.18897928297519684, 0.0040547968819737434]",dynasent_r1
This place was recommended to me by my property management company for our move out cleaning.,neutral,neutral,True,neutral,"[0.0007465044036507607, 0.8275444507598877, 0.17170900106430054]",dynasent_r1
"Don't bring a date to this place, because you don't want to run into them here if it doesn't work out.",positive,negative,False,negative,"[0.9545687437057495, 0.03307172283530235, 0.012359553948044777]",dynasent_r1
This is the best American movie about troubled teens since 1998 's Whatever .,positive,positive,True,positive,"[0.00022036432346794754, 0.00019199760572519153, 0.9995877146720886]",sst_local
"They will tell you what you want to hear, then give you something totally different in person.",negative,negative,True,negative,"[0.960960865020752, 0.03710149973630905, 0.0019375921692699194]",dynasent_r1
"Chanda lives on site so she is always around causing a stir, being hands on with your position is great in most cases however in this case Chanda is just ""M""essy!",negative,negative,True,negative,"[0.9885176420211792, 0.0021115299314260483, 0.009370831772685051]",dynasent_r1
THESE PEOPLE ARE CROOKS.,negative,negative,True,negative,"[0.9985798597335815, 0.00023110069741960615, 0.0011891319882124662]",dynasent_r1
"All ends well , sort of , but the frenzied comic moments never click .",negative,negative,True,negative,"[0.5227016806602478, 0.4608863592147827, 0.01641201600432396]",sst_local
"It 's drained of life in an attempt to be sober and educational , and yet it 's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff .",negative,negative,True,negative,"[0.9488814473152161, 0.05039717257022858, 0.0007214118959382176]",sst_local
Impeccable !!!!!!!,positive,positive,True,positive,"[0.001683933543972671, 0.000777656736318022, 0.9975383281707764]",dynasent_r1
The salmon roe was a little lacking.,negative,negative,True,negative,"[0.9993495345115662, 0.0001479697530157864, 0.0005024586571380496]",dynasent_r1
There were several seats available.,positive,neutral,False,neutral,"[0.01694580912590027, 0.6101235747337341, 0.3729306161403656]",dynasent_r1
And no sales pitch for services that you did not want.,positive,positive,True,positive,"[0.041734371334314346, 0.009287063963711262, 0.9489785432815552]",dynasent_r1
"Add bacon and then drowned them in butter, which was lovely for a vegan.",negative,negative,True,positive,"[0.004942692816257477, 7.243356958497316e-05, 0.9949848651885986]",dynasent_r2
I really would like to take this further..,neutral,positive,False,positive,"[0.0024738663341850042, 0.47398388385772705, 0.5235422849655151]",dynasent_r1
I am from NYC and usually have high end standards.,neutral,neutral,True,neutral,"[0.002923190826550126, 0.9651495814323425, 0.03192721679806709]",dynasent_r1
One of the ladies even hung up on me.,negative,negative,True,negative,"[0.9951643943786621, 0.0012555660214275122, 0.003579947864636779]",dynasent_r1
C'est un incontournable!,neutral,positive,False,neutral,"[0.008273456245660782, 0.7925138473510742, 0.1992126852273941]",dynasent_r1
"To put it in perspective, the best thing our neighbors have done is drunkenly throw up Taco Bell on our shared entry steps twice in the last two months.",negative,negative,True,negative,"[0.8296043276786804, 0.11606281995773315, 0.05433288961648941]",dynasent_r1
The New Guy is one of them .,neutral,neutral,True,neutral,"[0.005980331916362047, 0.9790446162223816, 0.014975089579820633]",sst_local
it is a bit greasy tho.,negative,negative,True,negative,"[0.9979896545410156, 0.0002837406354956329, 0.0017266578506678343]",dynasent_r1
Ordered five plates of meat (1lb each) & three sides & only payed $85!,positive,positive,True,positive,"[0.0038325446657836437, 0.040756240487098694, 0.9554111957550049]",dynasent_r1
The tenderness of the piece is still intact .,positive,positive,True,positive,"[0.0024127382785081863, 0.03636809438467026, 0.9612191915512085]",sst_local
The only thing I didn't like was that if you wear a jacket you have to check it for 2.50.,negative,negative,True,negative,"[0.9984985589981079, 0.00027384189888834953, 0.0012276119086891413]",dynasent_r1
"Everything went well, expect when I got a charge for smoking in a non-smoking room.",negative,negative,True,negative,"[0.7664120197296143, 0.005894497502595186, 0.22769349813461304]",dynasent_r1
We were there in early afternoon.,neutral,neutral,True,neutral,"[0.0007426038500852883, 0.9751444458961487, 0.024112902581691742]",dynasent_r1
"How on earth , or anywhere else , did director Ron Underwood manage to blow $ 100 million on this ?",negative,negative,True,negative,"[0.9844916462898254, 0.013072903268039227, 0.0024354795459657907]",sst_local
We got there at around 7pm and their first available seating for 2 was at 9:30.,negative,neutral,False,neutral,"[0.025033099576830864, 0.9462581872940063, 0.028708746656775475]",dynasent_r1
After asking them about it twice or so!,negative,neutral,False,neutral,"[0.29431766271591187, 0.6847052574157715, 0.020977094769477844]",dynasent_r1
The Movie will reach far beyond its core demographic .,positive,positive,True,positive,"[0.0007228868780657649, 0.01941811665892601, 0.9798589944839478]",sst_local
"You can get seemingly everything - I'm sure if they don't have it, they know about it and could get it for you. highly recommend",positive,positive,True,positive,"[0.00039002919220365584, 6.009261414874345e-05, 0.999549925327301]",dynasent_r2
It has the courage to wonder about big questions with sincerity and devotion .,positive,positive,True,positive,"[2.7769108783104457e-05, 0.0009556162403896451, 0.9990166425704956]",sst_local
Like a south-of-the-border Melrose Place .,negative,neutral,False,neutral,"[0.2929207980632782, 0.6731533408164978, 0.03392588347196579]",sst_local
"Shirley said, actually rather snidely, ""well, as soon as she gets here then I can get you,"" and invited me to go to the atrium (out of site of the main entrance) to wait.",negative,negative,True,negative,"[0.9864277243614197, 0.012347727082669735, 0.0012246465776115656]",dynasent_r1
and gave me attitude!!!,negative,negative,True,negative,"[0.9949250221252441, 0.0013153591426089406, 0.0037596302572637796]",dynasent_r1
I came to him with a partially torn tibialis posterior tendon.,neutral,neutral,True,neutral,"[0.002301909727975726, 0.986500084400177, 0.011197998188436031]",dynasent_r1
"I showed up on Sept 22 to pick up something else and they said ""oh yeah, there's this box for you, too.""",neutral,neutral,True,neutral,"[0.009223531000316143, 0.7282121777534485, 0.26256436109542847]",dynasent_r1
The movie quickly drags on becoming boring and predictable .,negative,negative,True,negative,"[0.9912426471710205, 0.00816859770566225, 0.0005887132720090449]",sst_local
I never even bothered before.,neutral,neutral,True,neutral,"[0.010133241303265095, 0.9759663939476013, 0.013900320045650005]",dynasent_r1
A lot of wetlands and lakes.,neutral,neutral,True,neutral,"[0.001459147548303008, 0.9512342810630798, 0.047306522727012634]",dynasent_r2
"Funny and , at times , poignant , the film from director George Hickenlooper all takes place in Pasadena , `` a city where people still read . ''",positive,positive,True,positive,"[7.442368223564699e-05, 0.0028072718996554613, 0.997118353843689]",sst_local
"It 's push-the-limits teen comedy , the type written by people who ca n't come up with legitimate funny , and it 's used so extensively that good bits are hopelessly overshadowed .",negative,negative,True,negative,"[0.9842776656150818, 0.015169325284659863, 0.0005529499030672014]",sst_local
The breads are good.,positive,positive,True,positive,"[5.018187948735431e-05, 5.847217107657343e-05, 0.9998912811279297]",dynasent_r1
"First of all, my vest was noticeably lighter in color and had white streaks.",negative,neutral,False,neutral,"[0.09248678386211395, 0.8962938785552979, 0.01121931616216898]",dynasent_r1
"I saw Knockaround Guys yesterday , and already the details have faded like photographs from the Spanish-American War ... It 's so unmemorable that it turned my ballpoint notes to invisible ink .",negative,negative,True,negative,"[0.9861364364624023, 0.01181049644947052, 0.0020531269256025553]",sst_local
This place is a Greek restaurant in the former Licks location in Pickering. you should try it,positive,positive,True,positive,"[0.0005351764266379178, 0.0001581535761943087, 0.9993065595626831]",dynasent_r2
You're fooling yourself if you think you know of some where better.,positive,negative,False,negative,"[0.7500346899032593, 0.051738083362579346, 0.19822721183300018]",dynasent_r1
"Waiter: "" better late than never"".",positive,neutral,False,neutral,"[0.07959792017936707, 0.7976692914962769, 0.12273278832435608]",dynasent_r1
I had daily breakdowns wondering if he needed to be regimes and after seeing my old vet he went crazy and was acting completely aggressive due to terror.,negative,negative,True,negative,"[0.9232507944107056, 0.07339145988225937, 0.0033577282447367907]",dynasent_r1
"The vampire thriller Blade II starts off as a wild hoot and then sucks the blood out of its fun -- toward the end , you can feel your veins cringing from the workout .",negative,negative,True,negative,"[0.7073302268981934, 0.28471842408180237, 0.007951343432068825]",sst_local
"You will avoid the $12 delivery fee, and the slowness of the whole experience.I hate slowness.",negative,negative,True,negative,"[0.9925721287727356, 0.003464527428150177, 0.003963427618145943]",dynasent_r2
The use of CGI and digital ink-and-paint make the thing look really slick .,positive,positive,True,positive,"[7.04443154972978e-05, 0.00023088179295882583, 0.9996987581253052]",sst_local
Anyways she said her co-worker knew how to fix it so they didn't have to wait for owner after all.,positive,neutral,False,neutral,"[0.007232537493109703, 0.7333015203475952, 0.25946593284606934]",dynasent_r1
"The Good
The employees I encountered were polite and professional.",positive,positive,True,positive,"[0.00010876359010580927, 4.2579922592267394e-05, 0.9998486042022705]",dynasent_r1
Busiest times could be lunch and sometimes dinner.,neutral,neutral,True,neutral,"[0.033368196338415146, 0.9550871849060059, 0.011544636450707912]",dynasent_r2
(RUDE) I literally live across the street.,negative,negative,True,negative,"[0.992084801197052, 0.004566064570099115, 0.0033490366768091917]",dynasent_r1
"Go to brunch spot for the basics (eggs, potatoes, toast and salad).",neutral,neutral,True,neutral,"[0.003723891917616129, 0.8544021844863892, 0.14187394082546234]",dynasent_r1
The sort of movie that gives tastelessness a bad rap .,negative,negative,True,negative,"[0.9571319818496704, 0.04048139601945877, 0.002386638894677162]",sst_local
We were freezing!,negative,negative,True,negative,"[0.9964674711227417, 0.0012416414683684707, 0.002290839096531272]",dynasent_r1
Just a bloody mess .,negative,negative,True,negative,"[0.9765987396240234, 0.020868198946118355, 0.002533012069761753]",sst_local
We put down a deposit of over $500 in April.,neutral,neutral,True,neutral,"[0.0005484037683345377, 0.9776089191436768, 0.021842719987034798]",dynasent_r1
I've had a lot of people trim my beard.,neutral,neutral,True,neutral,"[0.0015846940223127604, 0.9861600995063782, 0.012255281209945679]",dynasent_r1
"Great service, delicious food & at a price point that was reasonable.",positive,positive,True,positive,"[0.0001461492502130568, 4.6614826715085655e-05, 0.9998072981834412]",dynasent_r1
"I've heard rumors that some plates can take several staff members meticulously working together for twenty minutes to plate and now that I have dined here, I can attest that rumor is most likely true!",positive,positive,True,positive,"[0.023122694343328476, 0.016748392954468727, 0.960128903388977]",dynasent_r1
I was surprised that the massage started with my back first and then worked throughout the other parts of my body.,neutral,neutral,True,neutral,"[0.0017054856289178133, 0.6697297096252441, 0.32856476306915283]",dynasent_r2
"I asked the owner, ""these tarts.. are good for breakfast?""",neutral,neutral,True,neutral,"[0.0028524664230644703, 0.9816259145736694, 0.015521581284701824]",dynasent_r1
Boba balls could be a little sweeter though.,negative,neutral,False,negative,"[0.9923934936523438, 0.0009496682905592024, 0.006656872574239969]",dynasent_r1
Claude Miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications .,positive,positive,True,positive,"[0.00031384528847411275, 0.022586612030863762, 0.977099597454071]",sst_local
Not going to send them back again.,negative,negative,True,negative,"[0.5124852657318115, 0.45574212074279785, 0.03177264332771301]",dynasent_r1
Hayek is stunning as Frida and ... a star-making project .,positive,positive,True,positive,"[8.881632675183937e-05, 0.0002370792062720284, 0.9996742010116577]",sst_local
"Lauren Ambrose comes alive under the attention from two strangers in town - with honest performances and realistic interaction between the characters , this is a coming-of-age story with a twist .",positive,positive,True,positive,"[4.7632562200305983e-05, 0.002626634668558836, 0.9973256587982178]",sst_local
"Most importantly, treat your customers with respect!!",negative,negative,True,negative,"[0.9744055867195129, 0.014566740021109581, 0.01102773379534483]",dynasent_r1
I cry for I Spy -- or I would if this latest and laziest imaginable of all vintage-TV spinoffs were capable of engendering an emotional response of any kind .,negative,negative,True,negative,"[0.9834911227226257, 0.014715579338371754, 0.0017932784976437688]",sst_local
"My Lamb Shawarma could only be described as Lamb Jerky, Rice, and Tomatoes...",negative,negative,True,negative,"[0.9327743053436279, 0.06150892376899719, 0.005716749932616949]",dynasent_r1
I stay in Vegas just about every other month and I've never had a worse customer experience and on my birthday weekend!,negative,negative,True,negative,"[0.9963251948356628, 0.00027790534659288824, 0.0033968305215239525]",dynasent_r1
"I have n't seen one in so long , no wonder I did n't recognize it at first .",neutral,neutral,True,neutral,"[0.06823670119047165, 0.9183871746063232, 0.01337609626352787]",sst_local
But the best part by far was the duck breast.,positive,positive,True,positive,"[0.0004958814824931324, 2.4384551579714753e-05, 0.9994797110557556]",dynasent_r1
"Whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something .",positive,positive,True,positive,"[0.0013646765146404505, 0.3452439606189728, 0.653391420841217]",sst_local
I'm not sure how I can go back to oysters with just cocktail sauce and lemon after this.,positive,positive,True,positive,"[0.005357145797461271, 0.0010506445541977882, 0.9935922026634216]",dynasent_r2
A benign but forgettable sci-fi diversion .,negative,neutral,False,neutral,"[0.47161969542503357, 0.5050814151763916, 0.023298855870962143]",sst_local
The issue of faith is not explored very deeply,negative,negative,True,negative,"[0.8878839015960693, 0.1098281741142273, 0.002287948504090309]",sst_local
What's that?!,neutral,neutral,True,neutral,"[0.005588822066783905, 0.9782900214195251, 0.016121216118335724]",dynasent_r1
Frida 's artistic brilliance is undeniable -- it 's among the most breathtakingly designed films I 've ever seen .,positive,positive,True,positive,"[8.247605728683993e-05, 0.00013484038936439902, 0.9997827410697937]",sst_local
"Daring , mesmerizing and exceedingly hard to forget .",positive,positive,True,positive,"[0.00026727779186330736, 0.0006930794916115701, 0.9990395903587341]",sst_local
"We tried Zales, Kays, Costco, Sams Club, etc.",neutral,neutral,True,neutral,"[0.004423614591360092, 0.9838986992835999, 0.011677708476781845]",dynasent_r1
It was not crunchy and too soft for my liking.,negative,negative,True,negative,"[0.9978110194206238, 0.000354385789250955, 0.0018347031436860561]",dynasent_r1
"By the way, all the other reviews seem to complain about a long wait.",negative,neutral,False,neutral,"[0.4490513205528259, 0.4682977795600891, 0.08265088498592377]",dynasent_r1
There's a lot of places around to get your car.,neutral,positive,False,positive,"[0.0019166822312399745, 0.44960126280784607, 0.5484821200370789]",dynasent_r1
"We were significantly far off, but after going back and forth on numbers for about 20 minutes Blake indicated he could get me close to where I needed to be, but needed to pull my credit in order to do it.",positive,negative,False,negative,"[0.388427734375, 0.35605698823928833, 0.25551530718803406]",dynasent_r1
There are all these humorous plaques on the wall.,positive,neutral,False,neutral,"[0.005915380083024502, 0.5998051762580872, 0.39427945017814636]",dynasent_r2
"A deliciously mordant , bitter black comedy .",positive,positive,True,positive,"[8.46417824504897e-05, 0.0015254574827849865, 0.9983899593353271]",sst_local
"Unfortunately,  the reservation was lost.",negative,negative,True,negative,"[0.9961762428283691, 0.003594517009332776, 0.0002291593118570745]",dynasent_r1
The next morning back to the airport wait time was 8 minutes....and that was at 6AM!,neutral,neutral,True,neutral,"[0.06540601700544357, 0.5563133955001831, 0.3782805800437927]",dynasent_r1
came and profusely apologized and offered a delicious filet in exchange.,positive,positive,True,positive,"[0.0005099780973978341, 0.00131590710952878, 0.9981740713119507]",dynasent_r1
Tried a new place. Waited 1.5 hours to get served hibachi.,negative,negative,True,negative,"[0.995919406414032, 0.002503936644643545, 0.0015766180586069822]",dynasent_r2
My integrity was questioned more than once but had proof to uphold my word.,negative,positive,False,positive,"[0.33336931467056274, 0.32491859793663025, 0.341712087392807]",dynasent_r1
"The year 's happiest surprise , a movie that deals with a real subject in an always surprising way .",positive,positive,True,positive,"[2.5948365873773582e-05, 0.0004836555162910372, 0.9994903802871704]",sst_local
But he somehow pulls it off .,positive,positive,True,positive,"[0.00018600566545501351, 0.06892348825931549, 0.9308905005455017]",sst_local
"Writhing under dialogue like ` You 're from two different worlds ' and ` Tonight the maid is a lie and this , this is who you are , ' this schlock-filled fairy tale hits new depths of unoriginality and predictability .",negative,negative,True,negative,"[0.9820866584777832, 0.016955764964222908, 0.0009575573494657874]",sst_local
My boyfriend  and I were looking  for  a  car with more leg space for our two sons.,neutral,neutral,True,neutral,"[0.0009330202010460198, 0.9708706736564636, 0.028196334838867188]",dynasent_r1
"They put on a new wiper blade on my vehicle, that did not need to be replaced too.",negative,neutral,False,neutral,"[0.15215133130550385, 0.7780909538269043, 0.06975769996643066]",dynasent_r1
After  an accident (by us) that resulted in the table to jolt forward and drench everything in wine and water - including me!,negative,neutral,False,neutral,"[0.39460453391075134, 0.5855111479759216, 0.01988433487713337]",dynasent_r1
I'm frequenting one of the jewelry stores on this flea market.,neutral,neutral,True,neutral,"[0.0005453110206872225, 0.8499737977981567, 0.1494808942079544]",dynasent_r2
The only draw-back is this place is often packed with customers.,negative,negative,True,negative,"[0.995155930519104, 0.0007308392669074237, 0.004113239701837301]",dynasent_r1
We stayed at the condos in the Palms and had a suite for the same price.,neutral,neutral,True,neutral,"[0.0007900508935563266, 0.8961658477783203, 0.10304407775402069]",dynasent_r1
"First, is it necessary to have the seats be actual racing bike seats?",negative,neutral,False,neutral,"[0.005003575701266527, 0.9887344241142273, 0.006262019742280245]",dynasent_r1
"By the end , I was looking for something hard with which to bludgeon myself unconscious .",negative,negative,True,negative,"[0.9906755685806274, 0.0026787733659148216, 0.006645596586167812]",sst_local
Not too far below the gloss you can still feel director Denis Villeneuve 's beating heart and the fondness he has for his characters .,positive,positive,True,positive,"[0.000614971446339041, 0.006232348270714283, 0.9931527376174927]",sst_local
"A soggy , shapeless mess ... just a dumb excuse for a waterlogged equivalent of a haunted-house movie .",negative,negative,True,negative,"[0.9966277480125427, 0.003161635948345065, 0.000210672224056907]",sst_local
"Still, unfortunately, we can't tolerate such a long meal.",negative,negative,True,negative,"[0.9948042035102844, 0.0043933396227657795, 0.0008025109418667853]",dynasent_r2
The new car was too short.,negative,negative,True,negative,"[0.9969583749771118, 0.0015312839532271028, 0.0015103525947779417]",dynasent_r2
"A triumph of art direction over narrative , but what art direction !",positive,positive,True,positive,"[0.00359616382047534, 0.04364776983857155, 0.9527559876441956]",sst_local
"Like a tone-deaf singer at a benefit concert , John Q. is a bad movie appearing on behalf of a good cause .",negative,negative,True,negative,"[0.8547672629356384, 0.14121241867542267, 0.004020313266664743]",sst_local
I went to the great clips on buffalo Vegas and they fixed it for me.,positive,positive,True,positive,"[0.0005167318740859628, 0.15972599387168884, 0.8397572636604309]",dynasent_r1
"I told my dad my burger was great, I lied",negative,negative,True,negative,"[0.9861526489257812, 0.0022927038371562958, 0.011554553173482418]",dynasent_r2
"Over-the-top and a bit ostentatious , this is a movie that 's got oodles of style and substance .",neutral,positive,False,positive,"[0.007783245760947466, 0.26744648814201355, 0.7247702479362488]",sst_local
Food was fine ..,positive,neutral,False,positive,"[0.00022947671823203564, 0.0008683087071403861, 0.9989022016525269]",dynasent_r1
Is n't it great ?,positive,positive,True,positive,"[0.003401716472581029, 0.058321963995695114, 0.9382763504981995]",sst_local
When we were ready she came back to take out order.,neutral,neutral,True,neutral,"[0.002298739505931735, 0.9155958890914917, 0.08210542052984238]",dynasent_r1
There's not that much traffic that would delay a delivery by 30 minutes.,negative,neutral,False,neutral,"[0.2812451124191284, 0.6921105980873108, 0.026644308120012283]",dynasent_r1
There was even a freakin' jacuzzi in the bathroom!,positive,positive,True,positive,"[0.004551201593130827, 0.04414461553096771, 0.9513040781021118]",dynasent_r1
Unless there has been a high demand then his system can be slow.,negative,neutral,False,neutral,"[0.42977187037467957, 0.5425840020179749, 0.027644086629152298]",dynasent_r1
IHOPs do n't pile on this much syrup .,negative,negative,True,negative,"[0.790943443775177, 0.12458589673042297, 0.08447066694498062]",sst_local
"Shadyac shoots his film like an M. Night Shyamalan movie , and he frequently maintains the same snail 's pace ; he just forgot to add any genuine tension .",negative,negative,True,negative,"[0.9738910794258118, 0.02560592070221901, 0.0005029627354815602]",sst_local
Just plan your trip as its not the easiest to access and the parking spaces are limited.,negative,neutral,False,negative,"[0.9969996809959412, 0.001016003079712391, 0.001984367845579982]",dynasent_r1
"This is n't a narrative film -- I do n't know if it 's possible to make a narrative film about September 11th , though I 'm sure some will try -- but it 's as close as anyone has dared to come .",positive,neutral,False,neutral,"[0.04092666134238243, 0.5037777423858643, 0.455295592546463]",sst_local
So Squash Blossom.,neutral,neutral,True,neutral,"[0.004963872488588095, 0.975932240486145, 0.019103897735476494]",dynasent_r1
... too gory to be a comedy and too silly to be an effective horror film .,negative,negative,True,negative,"[0.9268935322761536, 0.07217472791671753, 0.0009316724608652294]",sst_local
he may betray,negative,negative,True,negative,"[0.7516343593597412, 0.24144017696380615, 0.006925370544195175]",dynasent_r2
